,TimeStep,Vehicle_ID,_X,_Y,_Angle,_Pos,_Speed,_Lane,_Slope
30166,684.00,23,18910.32,14698.86,110.15,2597.33,19.51,-347355525#0_0,0.00
30167,684.00,25,8062.43,14164.93,217.39,3572.65,19.18,-347355524#1_0,0.00
30168,684.00,26,5101.64,12196.36,65.35,5138.41,19.72,347355524#0_0,0.00
30169,684.00,28,8651.50,17148.47,209.28,151.51,23.97,-290273433#1_0,0.00
30170,684.00,29,10055.90,16868.20,338.14,4.54,6.32,:7519535853_6_0,0.00
30171,684.00,3,16684.87,14476.01,49.14,51.00,9.06,-846453768#0_0,0.00
30172,684.00,31,11901.07,4338.55,155.90,3297.78,18.30,288088612#6_0,0.00
30173,684.00,33,1736.96,10196.27,257.71,4114.97,24.87,-229938465#1_0,0.00
30174,684.00,34,13294.79,16209.20,111.46,1281.07,20.82,-347355525#5_0,0.00
30175,684.00,35,10650.05,8264.31,3.25,927.83,13.79,-288088612#5_0,0.00
30176,684.00,37,11899.27,12825.79,68.64,1465.91,25.04,229938465#5_0,0.00
30177,684.00,39,4674.39,11998.74,65.01,4667.67,19.11,347355524#0_0,0.00
30178,684.00,4,3772.10,10636.57,257.70,2025.11,21.99,-229938465#1_0,0.00
30179,684.00,40,18849.03,14721.34,110.15,2532.05,22.53,-347355525#0_0,0.00
30180,684.00,42,893.42,10201.89,244.56,7137.23,23.39,-347355524#0_0,0.00
30181,684.00,43,17212.41,16101.64,46.01,1149.54,22.35,1002123620#6_0,0.00
30182,684.00,46,12876.09,14824.06,268.23,943.08,21.95,803864269#2_0,0.00
30183,684.00,47,6508.97,12878.41,62.73,6702.52,18.81,347355524#0_0,0.00
30184,684.00,48,15543.78,14491.91,49.42,47.72,18.41,1002123620#2_0,0.00
30185,684.00,5,10651.31,8286.49,3.25,950.05,12.79,-288088612#5_0,0.00
30186,684.00,6,8487.66,16980.27,235.19,390.49,22.18,-290273433#1_0,0.00
30187,684.00,7,5797.29,11010.32,320.33,1087.91,19.17,288088613#2_0,0.00
30188,684.00,8,12166.23,12930.83,65.63,1752.78,20.34,229938465#5_0,0.00
30189,685.00,0,1642.26,10175.63,257.71,4211.90,22.90,-229938465#1_0,0.00
30190,685.00,10,11794.90,12795.28,248.64,3376.37,24.19,-229938465#5_0,0.00
30191,685.00,11,6253.66,11160.56,259.59,2658.32,21.84,-229938465#2_0,0.00
30192,685.00,12,6675.55,10464.35,56.39,31.35,14.27,347364219#2_0,0.00
30193,685.00,13,16759.41,14477.43,90.61,71.41,14.31,958984632_0,0.00
30194,685.00,14,13731.79,13614.15,72.58,3461.79,20.90,229938465#5_0,0.00
30195,685.00,15,12214.53,16602.81,287.63,1627.75,19.81,347355525#5_0,0.00
30196,685.00,16,12553.52,13106.25,65.63,2177.91,18.75,229938465#5_0,0.00
30197,685.00,17,7256.50,13369.87,232.86,19.95,20.83,-347355524#0_0,0.00
30198,685.00,2,10184.83,16314.81,167.51,563.71,16.33,288088612#0_0,0.00
30199,685.00,20,10284.19,12128.39,246.54,273.37,21.44,-229938465#4_0,0.00
30200,685.00,21,12266.05,12976.05,65.63,1862.36,21.64,229938465#5_0,0.00
30201,685.00,22,6872.44,13095.62,238.37,492.33,21.06,-347355524#0_0,0.00
30202,685.00,23,18928.12,14692.32,110.15,2616.30,18.97,-347355525#0_0,0.00
30203,685.00,25,8051.34,14150.42,217.39,3590.91,18.26,-347355524#1_0,0.00
30204,685.00,26,5120.08,12204.82,65.35,5158.70,20.29,347355524#0_0,0.00
30205,685.00,28,8639.61,17127.28,209.28,175.81,24.30,-290273433#1_0,0.00
30206,685.00,29,10051.63,16875.29,328.03,5.30,8.29,:7519535853_16_0,0.00
30207,685.00,3,16688.64,14478.18,59.04,0.64,4.56,958984632_0,0.00
30208,685.00,31,11908.87,4321.12,155.90,3316.88,19.09,288088612#6_0,0.00
30209,685.00,33,1712.78,10191.00,257.71,4139.72,24.75,-229938465#1_0,0.00
30210,685.00,34,13315.30,16201.14,111.46,1303.11,22.04,-347355525#5_0,0.00
30211,685.00,35,10650.74,8276.42,3.25,939.97,12.14,-288088612#5_0,0.00
30212,685.00,37,11923.06,12835.09,68.64,1491.45,25.54,229938465#5_0,0.00
30213,685.00,39,4692.09,12006.99,65.01,4687.19,19.52,347355524#0_0,0.00
30214,685.00,4,3750.86,10631.95,257.70,2046.85,21.73,-229938465#1_0,0.00
30215,685.00,40,18870.03,14713.64,110.15,2554.42,22.37,-347355525#0_0,0.00
30216,685.00,42,871.77,10191.59,244.56,7161.22,23.98,-347355524#0_0,0.00
30217,685.00,43,17228.86,16117.52,46.01,1172.41,22.87,1002123620#6_0,0.00
30218,685.00,46,12855.22,14822.58,263.12,964.03,20.94,803864269#2_0,0.00
30219,685.00,47,6525.91,12887.14,62.73,6721.57,19.05,347355524#0_0,0.00
30220,685.00,48,15558.44,14504.47,49.42,67.03,19.31,1002123620#2_0,0.00
30221,685.00,5,10652.05,8299.53,3.25,963.11,13.06,-288088612#5_0,0.00
30222,685.00,6,8468.81,16967.16,235.19,413.45,22.96,-290273433#1_0,0.00
30223,685.00,7,5784.96,11025.19,320.33,1107.22,19.31,288088613#2_0,0.00
30224,685.00,8,12184.45,12939.09,65.63,1772.79,20.01,229938465#5_0,0.00
30225,686.00,0,1620.01,10170.79,257.71,4234.67,22.77,-229938465#1_0,0.00
30226,686.00,10,11772.51,12786.52,248.64,3400.41,24.05,-229938465#5_0,0.00
30227,686.00,11,6231.31,11156.46,259.59,2681.04,22.72,-229938465#2_0,0.00
30228,686.00,12,6686.89,10471.89,56.39,44.96,13.61,347364219#2_0,0.00
30229,686.00,13,16774.44,14477.27,90.61,86.44,15.03,958984632_0,0.00
30230,686.00,14,13751.92,13620.46,72.58,3482.88,21.09,229938465#5_0,0.00
30231,686.00,15,12195.21,16608.95,287.63,1648.02,20.27,347355525#5_0,0.00
30232,686.00,16,12571.27,13114.29,65.63,2197.40,19.49,229938465#5_0,0.00
30233,686.00,17,7240.41,13357.69,232.86,40.13,20.18,-347355524#0_0,0.00
30234,686.00,2,10188.35,16298.91,167.51,580.00,16.29,288088612#0_0,0.00
30235,686.00,20,10263.73,12119.51,246.54,295.67,22.31,-229938465#4_0,0.00
30236,686.00,21,12285.61,12984.90,65.63,1883.83,21.47,229938465#5_0,0.00
30237,686.00,22,6855.07,13084.92,238.37,512.73,20.40,-347355524#0_0,0.00
30238,686.00,23,18945.64,14685.89,110.15,2634.96,18.66,-347355525#0_0,0.00
30239,686.00,25,8039.80,14136.22,220.58,3609.22,18.31,-347355524#1_0,0.00
30240,686.00,26,5138.37,12213.22,65.35,5178.83,20.13,347355524#0_0,0.00
30241,686.00,28,8627.44,17105.65,209.72,200.63,24.82,-290273433#1_0,0.00
30242,686.00,29,10044.81,16883.14,314.28,15.73,10.43,:7519535853_16_0,0.00
30243,686.00,3,16695.26,14478.11,90.61,7.26,6.62,958984632_0,0.00
30244,686.00,31,11916.25,4303.46,157.64,3336.02,19.14,288088612#6_0,0.00
30245,686.00,33,1688.54,10185.72,257.71,4164.53,24.81,-229938465#1_0,0.00
30246,686.00,34,13335.71,16193.10,111.60,1325.04,21.94,-347355525#5_0,0.00
30247,686.00,35,10651.45,8289.06,3.25,952.63,12.66,-288088612#5_0,0.00
30248,686.00,37,11946.90,12844.42,68.64,1517.05,25.59,229938465#5_0,0.00
30249,686.00,39,4709.78,12015.24,65.01,4706.71,19.52,347355524#0_0,0.00
30250,686.00,4,3728.51,10627.07,257.70,2069.73,22.89,-229938465#1_0,0.00
30251,686.00,40,18890.94,14705.96,110.15,2576.69,22.28,-347355525#0_0,0.00
30252,686.00,42,850.53,10181.48,244.56,7184.74,23.52,-347355524#0_0,0.00
30253,686.00,43,17244.59,16132.70,46.01,1194.27,21.86,1002123620#6_0,0.00
30254,686.00,46,12833.91,14818.66,257.43,985.71,21.69,803864269#2_0,0.00
30255,686.00,47,6542.91,12895.90,62.73,6740.70,19.13,347355524#0_0,0.00
30256,686.00,48,15572.58,14516.58,49.42,85.65,18.62,1002123620#2_0,0.00
30257,686.00,5,10652.79,8312.49,3.25,976.10,12.99,-288088612#5_0,0.00
30258,686.00,6,8450.21,16954.26,235.41,436.09,22.64,-290273433#1_0,0.00
30259,686.00,7,5775.76,11036.80,321.78,1122.04,14.81,288088613#2_0,0.00
30260,686.00,8,12202.97,12947.48,65.63,1793.12,20.33,229938465#5_0,0.00
30261,687.00,0,1597.64,10165.91,257.71,4257.57,22.89,-229938465#1_0,0.00
30262,687.00,10,11750.67,12777.98,248.64,3423.86,23.45,-229938465#5_0,0.00
30263,687.00,11,6210.54,11149.39,259.59,2702.83,21.79,-229938465#2_1,0.00
30264,687.00,12,6697.92,10479.22,56.39,58.21,13.24,347364219#2_0,0.00
30265,687.00,13,16789.02,14477.12,90.61,101.02,14.58,958984632_0,0.00
30266,687.00,14,13772.76,13627.00,72.58,3504.72,21.84,229938465#5_0,0.00
30267,687.00,15,12175.72,16615.14,287.63,1668.48,20.45,347355525#5_0,0.00
30268,687.00,16,12588.35,13122.02,65.63,2216.15,18.75,229938465#5_0,0.00
30269,687.00,17,7224.48,13345.63,232.86,60.11,19.98,-347355524#0_0,0.00
30270,687.00,2,10191.93,16282.75,167.51,596.55,16.55,288088612#0_0,0.00
30271,687.00,20,10244.01,12110.95,246.54,317.17,21.50,-229938465#4_0,0.00
30272,687.00,21,12305.38,12993.86,65.63,1905.54,21.71,229938465#5_0,0.00
30273,687.00,22,6837.01,13073.80,238.37,533.94,21.21,-347355524#0_0,0.00
30274,687.00,23,18964.10,14679.12,110.15,2654.62,19.66,-347355525#0_0,0.00
30275,687.00,25,8027.33,14121.66,220.58,3628.40,19.18,-347355524#1_0,0.00
30276,687.00,26,5156.77,12221.66,65.35,5199.07,20.24,347355524#0_0,0.00
30277,687.00,28,8613.77,17086.09,214.96,224.49,23.86,-290273433#1_0,0.00
30278,687.00,29,10034.77,16889.77,303.29,11.83,12.03,-803874779#2_0,0.00
30279,687.00,3,16704.44,14478.02,90.61,16.44,9.18,958984632_0,0.00
30280,687.00,31,11923.25,4286.44,157.64,3354.42,18.40,288088612#6_0,0.00
30281,687.00,33,1664.04,10180.38,257.71,4189.61,25.07,-229938465#1_0,0.00
30282,687.00,34,13355.60,16185.21,111.63,1346.44,21.40,-347355525#5_0,0.00
30283,687.00,35,10652.21,8302.42,3.25,966.01,13.37,-288088612#5_0,0.00
30284,687.00,37,11971.15,12853.90,68.64,1543.09,26.04,229938465#5_0,0.00
30285,687.00,39,4727.05,12023.28,65.01,4725.77,19.05,347355524#0_0,0.00
30286,687.00,4,3707.02,10622.39,257.70,2091.72,21.99,-229938465#1_0,0.00
30287,687.00,40,18912.19,14698.17,110.15,2599.32,22.63,-347355525#0_0,0.00
30288,687.00,42,828.66,10171.08,244.56,7208.95,24.21,-347355524#0_0,0.00
30289,687.00,43,17260.25,16147.83,46.01,1216.05,21.78,1002123620#6_0,0.00
30290,687.00,46,12812.94,14812.47,252.89,1007.59,21.87,803864269#2_0,0.00
30291,687.00,47,6560.50,12904.97,62.73,6760.49,19.79,347355524#0_0,0.00
30292,687.00,48,15586.55,14528.55,49.42,104.04,18.39,1002123620#2_0,0.00
30293,687.00,5,10653.55,8326.00,3.25,989.62,13.52,-288088612#5_0,0.00
30294,687.00,6,8431.70,16941.49,235.41,458.58,22.49,-290273433#1_0,0.00
30295,687.00,7,5769.38,11044.91,321.78,1132.35,10.31,288088613#2_0,0.00
30296,687.00,8,12221.83,12956.02,65.63,1813.82,20.70,229938465#5_0,0.00
30297,688.00,0,1574.63,10160.90,257.71,4281.12,23.55,-229938465#1_0,0.00
30298,688.00,10,11728.24,12768.91,246.29,3448.07,24.20,-229938465#5_0,0.00
30299,688.00,11,6188.52,11145.35,259.59,2725.23,22.39,-229938465#2_1,0.00
30300,688.00,12,6708.88,10488.45,45.06,72.61,14.40,347364219#2_0,0.00
30301,688.00,13,16804.17,14476.96,90.61,116.18,15.16,958984632_0,0.00
30302,688.00,14,13793.46,13633.50,72.58,3526.42,21.70,229938465#5_0,0.00
30303,688.00,15,12156.39,16621.28,287.63,1688.76,20.28,347355525#5_0,0.00
30304,688.00,16,12605.82,13129.94,65.63,2235.33,19.18,229938465#5_0,0.00
30305,688.00,17,7207.84,13333.02,232.86,80.99,20.88,-347355524#0_0,0.00
30306,688.00,2,10195.55,16266.43,167.51,613.26,16.72,288088612#0_0,0.00
30307,688.00,20,10223.75,12102.16,246.54,339.27,22.09,-229938465#4_0,0.00
30308,688.00,21,12325.57,13003.00,65.63,1927.69,22.16,229938465#5_0,0.00
30309,688.00,22,6818.72,13062.54,238.37,555.42,21.48,-347355524#0_0,0.00
30310,688.00,23,18982.55,14672.35,110.15,2674.27,19.65,-347355525#0_0,0.00
30311,688.00,25,8014.79,14107.02,220.58,3647.66,19.27,-347355524#1_0,0.00
30312,688.00,26,5175.04,12230.04,65.35,5219.17,20.10,347355524#0_0,0.00
30313,688.00,28,8599.40,17065.74,216.23,249.42,24.93,-290273433#1_0,0.00
30314,688.00,29,10023.92,16897.54,307.37,25.18,13.35,-803874779#2_0,0.00
30315,688.00,3,16715.84,14477.90,90.61,27.84,11.40,958984632_0,0.00
30316,688.00,31,11930.19,4269.58,157.64,3372.65,18.23,288088612#6_0,0.00
30317,688.00,33,1638.81,10174.88,257.71,4215.43,25.82,-229938465#1_0,0.00
30318,688.00,34,13375.40,16177.36,111.63,1367.74,21.30,-347355525#5_0,0.00
30319,688.00,35,10652.97,8315.65,3.25,979.26,13.25,-288088612#5_0,0.00
30320,688.00,37,11995.15,12863.29,68.64,1568.86,25.77,229938465#5_0,0.00
30321,688.00,39,4744.97,12031.63,65.01,4745.54,19.77,347355524#0_0,0.00
30322,688.00,4,3685.09,10617.61,257.70,2114.17,22.45,-229938465#1_0,0.00
30323,688.00,40,18933.59,14690.32,110.15,2622.12,22.79,-347355525#0_0,0.00
30324,688.00,42,806.88,10160.72,244.56,7233.07,24.12,-347355524#0_0,0.00
30325,688.00,43,17276.71,16163.72,46.01,1238.92,22.87,1002123620#6_0,0.00
30326,688.00,46,12791.97,14806.02,252.89,1029.53,21.94,803864269#2_0,0.00
30327,688.00,47,6577.98,12913.98,62.73,6780.16,19.67,347355524#0_0,0.00
30328,688.00,48,15600.93,14540.86,49.42,122.97,18.93,1002123620#2_0,0.00
30329,688.00,5,10654.30,8339.06,3.24,1002.70,13.08,-288088612#5_0,0.00
30330,688.00,6,8412.71,16928.40,235.41,481.64,23.06,-290273433#1_0,0.00
30331,688.00,7,5765.26,11050.14,321.78,1139.01,6.66,288088613#2_0,0.00
30332,688.00,8,12240.47,12964.46,65.63,1834.28,20.46,229938465#5_0,0.00
30333,689.00,0,1551.66,10155.90,257.71,4304.63,23.51,-229938465#1_0,0.00
30334,689.00,10,11707.08,12759.61,246.29,3471.18,23.11,-229938465#5_0,0.00
30335,689.00,11,6166.58,11141.32,259.59,2747.53,22.30,-229938465#2_1,0.00
30336,689.00,12,6718.26,10497.81,45.06,85.86,13.25,347364219#2_0,0.00
30337,689.00,13,16818.96,14476.80,90.61,130.97,14.79,958984632_0,0.00
30338,689.00,14,13814.45,13640.08,72.58,3548.41,22.00,229938465#5_0,0.00
30339,689.00,15,12137.78,16627.19,287.63,1708.29,19.53,347355525#5_0,0.00
30340,689.00,16,12622.63,13137.55,65.63,2253.78,18.45,229938465#5_0,0.00
30341,689.00,17,7191.19,13320.41,232.86,101.88,20.89,-347355524#0_0,0.00
30342,689.00,2,10198.94,16251.13,167.51,628.93,15.67,288088612#0_0,0.00
30343,689.00,20,10203.36,12094.03,248.34,361.22,21.95,-229938465#4_0,0.00
30344,689.00,21,12345.13,13011.86,65.63,1949.17,21.47,229938465#5_0,0.00
30345,689.00,22,6800.44,13051.28,238.37,576.89,21.47,-347355524#0_0,0.00
30346,689.00,23,19000.29,14665.70,111.38,2693.21,18.95,-347355525#0_0,0.00
30347,689.00,25,8002.66,14092.86,220.58,3666.31,18.65,-347355524#1_0,0.00
30348,689.00,26,5193.47,12238.50,65.35,5239.45,20.28,347355524#0_0,0.00
30349,689.00,28,8581.59,17048.26,225.53,274.36,24.95,-290273433#1_0,0.00
30350,689.00,29,10012.38,16906.36,307.37,39.71,14.53,-803874779#2_0,0.00
30351,689.00,3,16729.28,14477.75,90.61,41.29,13.44,958984632_0,0.00
30352,689.00,31,11937.42,4252.01,157.64,3391.65,19.01,288088612#6_0,0.00
30353,689.00,33,1614.07,10169.49,257.71,4240.75,25.32,-229938465#1_0,0.00
30354,689.00,34,13395.15,16169.53,111.63,1388.98,21.24,-347355525#5_0,0.00
30355,689.00,35,10653.69,8328.42,3.25,992.05,12.79,-288088612#5_0,0.00
30356,689.00,37,12019.46,12872.80,68.64,1594.95,26.09,229938465#5_0,0.00
30357,689.00,39,4762.37,12039.75,65.01,4764.74,19.20,347355524#0_0,0.00
30358,689.00,4,3663.35,10612.87,257.70,2136.42,22.25,-229938465#1_0,0.00
30359,689.00,40,18954.78,14682.54,110.15,2644.69,22.58,-347355525#0_0,0.00
30360,689.00,42,785.57,10150.59,244.56,7256.67,23.60,-347355524#0_0,0.00
30361,689.00,43,17292.43,16178.89,46.01,1260.77,21.85,1002123620#6_0,0.00
30362,689.00,46,12771.22,14799.02,250.03,1051.43,21.90,803864269#2_0,0.00
30363,689.00,47,6595.25,12922.89,62.73,6799.59,19.43,347355524#0_0,0.00
30364,689.00,48,15615.27,14553.14,49.42,141.85,18.88,1002123620#2_0,0.00
30365,689.00,5,10655.02,8352.71,3.04,1016.37,13.67,-288088612#5_0,0.00
30366,689.00,6,8394.87,16914.71,222.12,504.28,22.64,-290273433#1_0,0.00
30367,689.00,7,5759.64,11056.90,319.60,6.27,8.80,:2916295808_5_0,0.00
30368,689.00,8,12259.16,12972.93,65.63,1854.80,20.52,229938465#5_0,0.00
30369,690.00,0,1529.11,10150.98,257.71,4327.72,23.09,-229938465#1_0,0.00
30370,690.00,10,11685.40,12750.09,246.29,3494.86,23.69,-229938465#5_0,0.00
30371,690.00,11,6144.31,11137.23,259.59,2770.17,22.64,-229938465#2_1,0.00
30372,690.00,12,6728.62,10507.56,49.87,100.10,14.24,347364219#2_0,0.00
30373,690.00,13,16834.43,14476.64,90.61,146.43,15.47,958984632_0,0.00
30374,690.00,14,13834.63,13646.41,72.58,3569.56,21.15,229938465#5_0,0.00
30375,690.00,15,12119.11,16633.13,287.63,1727.88,19.59,347355525#5_0,0.00
30376,690.00,16,12639.43,13145.16,65.63,2272.22,18.44,229938465#5_0,0.00
30377,690.00,17,7175.11,13308.23,232.86,122.05,20.18,-347355524#0_0,0.00
30378,690.00,2,10202.37,16235.64,167.51,644.80,15.86,288088612#0_0,0.00
30379,690.00,20,10183.52,12086.15,248.34,382.57,21.35,-229938465#4_0,0.00
30380,690.00,21,12364.70,13020.73,65.63,1970.65,21.48,229938465#5_0,0.00
30381,690.00,22,6782.98,13040.53,238.37,597.39,20.51,-347355524#0_0,0.00
30382,690.00,23,19017.93,14658.80,111.38,2712.16,18.95,-347355525#0_0,0.00
30383,690.00,25,7990.75,14078.95,220.58,3684.63,18.32,-347355524#1_0,0.00
30384,690.00,26,5211.84,12246.94,65.35,5259.67,20.22,347355524#0_0,0.00
30385,690.00,28,8562.99,17032.63,235.19,298.75,24.39,-290273433#1_0,0.00
30386,690.00,29,10000.89,16915.13,307.37,54.16,14.45,-803874779#2_0,0.00
30387,690.00,3,16744.21,14477.59,90.61,56.21,14.93,958984632_0,0.00
30388,690.00,31,11944.70,4234.32,157.64,3410.78,19.13,288088612#6_0,0.00
30389,690.00,33,1589.59,10164.16,257.71,4265.81,25.06,-229938465#1_0,0.00
30390,690.00,34,13415.52,16161.45,111.63,1410.90,21.92,-347355525#5_0,0.00
30391,690.00,35,10654.44,8341.77,3.13,1005.42,13.37,-288088612#5_0,0.00
30392,690.00,37,12043.81,12882.32,68.64,1621.10,26.14,229938465#5_0,0.00
30393,690.00,39,4780.00,12047.96,65.01,4784.18,19.44,347355524#0_0,0.00
30394,690.00,4,3642.04,10608.23,257.70,2158.23,21.81,-229938465#1_0,0.00
30395,690.00,40,18975.22,14675.04,110.15,2666.46,21.76,-347355525#0_0,0.00
30396,690.00,42,764.54,10140.59,244.56,7279.96,23.29,-347355524#0_0,0.00
30397,690.00,43,17308.21,16194.13,46.01,1282.71,21.94,1002123620#6_0,0.00
30398,690.00,46,12750.72,14791.57,250.03,1073.24,21.81,803864269#2_0,0.00
30399,690.00,47,6612.97,12932.08,62.16,6819.56,19.97,347355524#0_0,0.00
30400,690.00,48,15629.19,14565.07,49.42,160.18,18.33,1002123620#2_0,0.00
30401,690.00,5,10655.69,8365.32,3.04,1029.00,12.63,-288088612#5_0,0.00
30402,690.00,6,8381.78,16897.06,216.57,526.26,21.98,-290273433#1_0,0.00
30403,690.00,7,5751.81,11062.29,295.79,15.98,9.70,:2916295808_5_0,0.00
30404,690.00,8,12278.09,12981.50,65.63,1875.58,20.78,229938465#5_0,0.00
30405,691.00,0,1506.24,10146.00,257.71,4351.12,23.40,-229938465#1_0,0.00
30406,691.00,10,11663.26,12740.36,246.29,3519.05,24.18,-229938465#5_0,0.00
30407,691.00,11,6122.05,11133.14,259.59,2792.80,22.63,-229938465#2_1,0.00
30408,691.00,12,6739.46,10515.93,52.33,113.80,13.70,347364219#2_0,0.00
30409,691.00,13,16849.84,14476.48,90.61,161.84,15.41,958984632_0,0.00
30410,691.00,14,13854.83,13652.75,72.58,3590.73,21.17,229938465#5_0,0.00
30411,691.00,15,12100.45,16639.05,287.63,1747.46,19.58,347355525#5_0,0.00
30412,691.00,16,12656.96,13153.10,65.63,2291.47,19.24,229938465#5_0,0.00
30413,691.00,17,7158.89,13295.94,232.86,142.40,20.35,-347355524#0_0,0.00
30414,691.00,2,10206.01,16219.21,167.51,661.63,16.83,288088612#0_0,0.00
30415,691.00,20,10163.23,12078.10,248.33,9.23,21.83,:5189513913_4_0,0.00
30416,691.00,21,12384.11,13029.52,65.63,1991.95,21.31,229938465#5_0,0.00
30417,691.00,22,6764.76,13029.31,238.37,618.79,21.40,-347355524#0_0,0.00
30418,691.00,23,19035.30,14651.99,111.38,2730.81,18.66,-347355525#0_0,0.00
30419,691.00,25,7978.37,14064.49,220.58,3703.66,19.04,-347355524#1_0,0.00
30420,691.00,26,5230.33,12255.42,65.35,5280.00,20.34,347355524#0_0,0.00
30421,691.00,28,8542.72,17018.54,235.19,323.43,24.68,-290273433#1_0,0.00
30422,691.00,29,9988.94,16924.26,307.37,69.20,15.04,-803874779#2_0,0.00
30423,691.00,3,16758.66,14477.44,90.61,70.66,14.45,958984632_0,0.00
30424,691.00,31,11952.00,4216.56,157.64,3429.99,19.20,288088612#6_0,0.00
30425,691.00,33,1565.18,10158.84,257.71,4290.80,24.98,-229938465#1_0,0.00
30426,691.00,34,13435.41,16153.56,111.63,1432.30,21.40,-347355525#5_0,0.00
30427,691.00,35,10655.16,8355.32,3.04,1019.00,13.57,-288088612#5_0,0.00
30428,691.00,37,12067.67,12891.65,68.64,1646.71,25.62,229938465#5_0,0.00
30429,691.00,39,4797.72,12056.22,65.01,4803.74,19.55,347355524#0_0,0.00
30430,691.00,4,3620.25,10603.48,257.70,2180.54,22.30,-229938465#1_0,0.00
30431,691.00,40,18995.75,14667.48,110.47,2688.34,21.88,-347355525#0_0,0.00
30432,691.00,42,743.49,10130.58,244.56,7303.26,23.31,-347355524#0_0,0.00
30433,691.00,43,17324.48,16209.84,46.01,1305.33,22.62,1002123620#6_0,0.00
30434,691.00,46,12730.14,14785.52,261.96,1094.79,21.55,803864269#2_0,0.00
30435,691.00,47,6629.68,12942.37,58.37,6839.18,19.62,347355524#0_0,0.00
30436,691.00,48,15643.60,14577.42,49.42,179.16,18.98,1002123620#2_0,0.00
30437,691.00,5,10656.39,8378.42,3.04,1042.13,13.12,-288088612#5_0,0.00
30438,691.00,6,8367.34,16879.08,218.87,549.32,23.07,-290273433#1_0,0.00
30439,691.00,7,5743.24,11061.38,262.85,8.13,8.65,-229938465#1_1,0.00
30440,691.00,8,12295.95,12989.59,65.63,1895.18,19.61,229938465#5_0,0.00
30441,692.00,0,1483.31,10141.00,257.71,4374.59,23.47,-229938465#1_0,0.00
30442,692.00,10,11641.27,12730.71,246.29,3543.06,24.02,-229938465#5_0,0.00
30443,692.00,11,6099.64,11129.02,259.59,2815.59,22.79,-229938465#2_1,0.00
30444,692.00,12,6750.48,10524.45,52.22,127.74,13.93,347364219#2_0,0.00
30445,692.00,13,16864.69,14476.32,90.61,176.70,14.85,958984632_0,0.00
30446,692.00,14,13875.80,13659.33,72.58,3612.70,21.97,229938465#5_0,0.00
30447,692.00,15,12080.96,16645.24,287.62,9.07,20.45,:7519543577_0_0,0.00
30448,692.00,16,12674.32,13160.96,65.63,2310.52,19.05,229938465#5_0,0.00
30449,692.00,17,7142.43,13283.47,232.86,163.05,20.65,-347355524#0_0,0.00
30450,692.00,2,10209.57,16203.17,167.51,678.06,16.43,288088612#0_0,0.00
30451,692.00,20,10142.78,12069.98,248.34,16.30,22.00,-229938465#3_0,0.00
30452,692.00,21,12403.84,13038.45,65.63,2013.61,21.66,229938465#5_0,0.00
30453,692.00,22,6747.35,13018.58,238.37,639.24,20.45,-347355524#0_0,0.00
30454,692.00,23,19053.54,14644.85,111.38,2750.40,19.59,-347355525#0_0,0.00
30455,692.00,25,7965.76,14049.78,220.58,3723.04,19.37,-347355524#1_0,0.00
30456,692.00,26,5248.44,12263.89,64.00,5300.01,20.00,347355524#0_0,0.00
30457,692.00,28,8523.06,17004.87,235.19,347.38,23.95,-290273433#1_0,0.00
30458,692.00,29,9976.69,16933.62,307.37,84.61,15.42,-803874779#2_0,0.00
30459,692.00,3,16772.67,14477.29,90.61,84.67,14.01,958984632_0,0.00
30460,692.00,31,11959.31,4198.81,157.64,3449.18,19.20,288088612#6_0,0.00
30461,692.00,33,1539.88,10153.33,257.71,4316.69,25.89,-229938465#1_0,0.00
30462,692.00,34,13455.80,16145.48,111.63,1454.23,21.93,-347355525#5_0,0.00
30463,692.00,35,10655.83,8367.96,3.04,1031.65,12.65,-288088612#5_0,0.00
30464,692.00,37,12092.07,12901.20,68.64,1672.92,26.20,229938465#5_0,0.00
30465,692.00,39,4815.32,12064.42,65.01,4823.15,19.41,347355524#0_0,0.00
30466,692.00,4,3598.41,10598.85,258.08,2202.86,22.32,-229938465#1_0,0.00
30467,692.00,40,19016.07,14659.52,111.38,2710.16,21.82,-347355525#0_0,0.00
30468,692.00,42,722.67,10120.68,244.56,7326.31,23.05,-347355524#0_0,0.00
30469,692.00,43,17340.85,16225.64,46.01,1328.07,22.74,1002123620#6_0,0.00
30470,692.00,46,12709.25,14782.97,264.92,1115.85,21.06,803864269#2_0,0.00
30471,692.00,47,6646.14,12952.50,58.37,6858.50,19.32,347355524#0_0,0.00
30472,692.00,48,15658.07,14589.81,49.42,198.20,19.04,1002123620#2_0,0.00
30473,692.00,5,10657.06,8391.05,3.04,1054.77,12.64,-288088612#5_0,0.00
30474,692.00,6,8353.43,16861.82,218.87,571.49,22.17,-290273433#1_0,0.00
30475,692.00,7,5733.21,11060.12,262.85,18.24,10.11,-229938465#1_1,0.00
30476,692.00,8,12314.29,12997.89,65.63,1915.31,20.12,229938465#5_0,0.00
30477,693.00,0,1460.34,10136.00,257.71,4398.10,23.51,-229938465#1_0,0.00
30478,693.00,10,11619.52,12721.15,246.29,3566.82,23.76,-229938465#5_0,0.00
30479,693.00,11,6078.44,11125.13,259.59,2837.14,21.55,-229938465#2_1,0.00
30480,693.00,12,6760.56,10534.52,45.03,141.98,14.25,347364219#2_0,0.00
30481,693.00,13,16879.38,14476.16,90.61,191.39,14.69,958984632_0,0.00
