,Car1,Car2,Car3,Car4,Car5,Car6,Car7,Car8,Car9
3692,75.0,51.0,50.0,41.0,36.0,35.0,32.0,23.0,22.0
3693,75.0,52.0,51.0,41.0,39.0,35.0,32.0,24.0,21.0
3694,75.0,53.0,52.0,41.0,36.0,34.0,32.0,23.0,22.0
3695,75.0,51.0,51.0,41.0,35.0,34.0,31.0,23.0,22.0
3696,75.0,52.0,49.0,41.0,34.0,35.0,33.0,24.0,21.0
3697,74.0,52.0,51.0,41.0,37.0,36.0,31.0,24.0,22.0
3698,73.0,50.0,52.0,41.0,34.0,36.0,33.0,24.0,21.0
3699,73.0,51.0,48.0,41.0,36.0,34.0,32.0,25.0,22.0
3700,73.0,52.0,52.0,41.0,35.0,30.0,32.0,24.0,22.0
3701,74.0,53.0,51.0,41.0,34.0,32.0,33.0,25.0,23.0
3702,74.0,51.0,51.0,43.0,35.0,31.0,32.0,25.0,22.0
3703,74.0,52.0,50.0,41.0,35.0,27.0,33.0,25.0,22.0
3704,74.0,52.0,52.0,41.0,36.0,26.0,31.0,25.0,22.0
3705,74.0,51.0,53.0,41.0,35.0,30.0,31.0,24.0,21.0
3706,74.0,52.0,51.0,41.0,38.0,20.0,33.0,25.0,21.0
3707,73.0,52.0,48.0,42.0,35.0,31.0,31.0,25.0,22.0
3708,74.0,52.0,52.0,44.0,37.0,30.0,32.0,25.0,22.0
3709,74.0,51.0,48.0,44.0,34.0,37.0,33.0,26.0,22.0
3710,73.0,51.0,52.0,43.0,35.0,39.0,34.0,25.0,22.0
3711,73.0,51.0,51.0,44.0,35.0,37.0,33.0,25.0,22.0
3712,74.0,51.0,48.0,44.0,34.0,34.0,30.0,25.0,22.0
3713,74.0,51.0,53.0,41.0,35.0,33.0,33.0,24.0,23.0
3714,74.0,51.0,52.0,41.0,34.0,35.0,31.0,22.0,23.0
3715,73.0,51.0,51.0,41.0,34.0,34.0,31.0,22.0,22.0
3716,73.0,50.0,50.0,40.0,35.0,33.0,31.0,23.0,22.0
3717,74.0,50.0,51.0,44.0,38.0,35.0,32.0,23.0,23.0
3718,74.0,51.0,51.0,41.0,34.0,34.0,30.0,24.0,23.0
3719,74.0,50.0,52.0,41.0,35.0,37.0,31.0,23.0,23.0
3720,75.0,51.0,48.0,41.0,35.0,32.0,31.0,21.0,22.0
3721,75.0,51.0,52.0,41.0,35.0,30.0,30.0,22.0,21.0
3722,74.0,51.0,52.0,44.0,35.0,36.0,31.0,23.0,23.0
3723,75.0,51.0,50.0,41.0,35.0,37.0,33.0,23.0,21.0
3724,73.0,52.0,52.0,44.0,36.0,37.0,32.0,24.0,24.0
3725,73.0,52.0,51.0,41.0,39.0,38.0,31.0,23.0,22.0
3726,74.0,52.0,51.0,43.0,36.0,37.0,31.0,24.0,22.0
3727,74.0,52.0,49.0,41.0,36.0,37.0,34.0,24.0,23.0
3728,75.0,52.0,52.0,41.0,36.0,31.0,35.0,24.0,22.0
3729,75.0,52.0,51.0,41.0,36.0,25.0,38.0,24.0,24.0
3730,75.0,51.0,51.0,41.0,36.0,34.0,34.0,23.0,23.0
3731,75.0,51.0,52.0,44.0,36.0,33.0,35.0,24.0,23.0
3732,74.0,51.0,47.0,41.0,35.0,31.0,34.0,24.0,22.0
3733,74.0,51.0,51.0,41.0,36.0,23.0,35.0,24.0,22.0
3734,74.0,51.0,49.0,44.0,35.0,34.0,35.0,24.0,22.0
3735,73.0,51.0,50.0,44.0,36.0,31.0,34.0,24.0,21.0
3736,73.0,52.0,50.0,41.0,36.0,24.0,34.0,24.0,22.0
3737,73.0,51.0,51.0,41.0,36.0,27.0,38.0,24.0,24.0
3738,74.0,52.0,51.0,41.0,39.0,28.0,33.0,25.0,22.0
3739,74.0,52.0,50.0,41.0,38.0,33.0,33.0,24.0,23.0
3740,74.0,53.0,50.0,41.0,35.0,30.0,32.0,24.0,21.0
3741,74.0,52.0,51.0,42.0,34.0,23.0,31.0,21.0,22.0
3742,75.0,52.0,51.0,41.0,34.0,29.0,30.0,22.0,23.0
3743,74.0,52.0,52.0,45.0,33.0,30.0,29.0,22.0,23.0
3744,74.0,51.0,52.0,41.0,33.0,29.0,30.0,23.0,22.0
3745,75.0,52.0,52.0,44.0,37.0,33.0,30.0,23.0,23.0
3746,74.0,52.0,52.0,45.0,33.0,31.0,30.0,24.0,23.0
3747,75.0,53.0,50.0,41.0,36.0,30.0,31.0,23.0,22.0
3748,74.0,53.0,52.0,41.0,33.0,26.0,31.0,24.0,22.0
3749,75.0,53.0,52.0,42.0,32.0,30.0,31.0,24.0,23.0
3750,75.0,52.0,52.0,41.0,33.0,30.0,31.0,25.0,23.0
3751,74.0,52.0,51.0,42.0,33.0,29.0,31.0,24.0,22.0
3752,74.0,51.0,51.0,41.0,33.0,31.0,31.0,24.0,22.0
3753,74.0,52.0,52.0,41.0,35.0,31.0,31.0,25.0,23.0
3754,74.0,52.0,53.0,41.0,31.0,31.0,34.0,24.0,22.0
3755,74.0,53.0,51.0,42.0,32.0,31.0,32.0,24.0,22.0
3756,74.0,51.0,50.0,42.0,30.0,32.0,32.0,23.0,22.0
3757,74.0,52.0,52.0,42.0,33.0,31.0,31.0,24.0,22.0
3758,74.0,52.0,49.0,42.0,32.0,30.0,31.0,24.0,22.0
3759,75.0,52.0,51.0,45.0,39.0,30.0,31.0,25.0,21.0
3760,75.0,52.0,52.0,45.0,32.0,30.0,32.0,24.0,22.0
3761,74.0,51.0,52.0,42.0,33.0,29.0,34.0,24.0,23.0
3762,75.0,52.0,51.0,42.0,30.0,34.0,31.0,24.0,22.0
3763,74.0,52.0,52.0,42.0,31.0,36.0,32.0,24.0,21.0
3764,74.0,51.0,51.0,44.0,31.0,34.0,31.0,23.0,22.0
3765,75.0,50.0,52.0,44.0,33.0,34.0,32.0,24.0,22.0
3766,74.0,51.0,51.0,42.0,37.0,33.0,33.0,24.0,23.0
3767,74.0,51.0,51.0,41.0,35.0,34.0,31.0,23.0,23.0
3768,73.0,52.0,53.0,42.0,34.0,35.0,24.0,24.0,23.0
3769,75.0,51.0,49.0,42.0,34.0,36.0,34.0,24.0,22.0
3770,74.0,51.0,53.0,44.0,38.0,38.0,33.0,24.0,22.0
3771,74.0,52.0,53.0,42.0,32.0,41.0,33.0,24.0,22.0
3772,74.0,52.0,52.0,44.0,31.0,36.0,29.0,24.0,22.0
3773,74.0,52.0,48.0,41.0,33.0,36.0,34.0,24.0,22.0
3774,75.0,52.0,51.0,41.0,34.0,34.0,30.0,24.0,22.0
3775,74.0,51.0,48.0,41.0,31.0,34.0,32.0,24.0,22.0
3776,74.0,51.0,48.0,44.0,33.0,32.0,32.0,23.0,22.0
3777,73.0,51.0,50.0,41.0,34.0,32.0,30.0,23.0,22.0
3778,74.0,51.0,50.0,41.0,29.0,32.0,29.0,24.0,21.0
3779,74.0,51.0,50.0,41.0,36.0,32.0,33.0,24.0,22.0
3780,73.0,51.0,51.0,41.0,32.0,32.0,35.0,23.0,23.0
3781,73.0,51.0,51.0,41.0,32.0,32.0,30.0,24.0,22.0
3782,74.0,52.0,47.0,41.0,32.0,30.0,34.0,23.0,22.0
3783,75.0,51.0,48.0,44.0,31.0,30.0,30.0,24.0,22.0
3784,75.0,51.0,52.0,41.0,30.0,28.0,31.0,24.0,23.0
3785,76.0,52.0,51.0,41.0,31.0,27.0,29.0,23.0,23.0
3786,75.0,51.0,51.0,44.0,34.0,25.0,29.0,24.0,23.0
3787,75.0,52.0,51.0,44.0,34.0,26.0,33.0,23.0,22.0
3788,75.0,50.0,48.0,41.0,33.0,27.0,34.0,23.0,22.0
3789,76.0,51.0,47.0,45.0,30.0,27.0,31.0,23.0,23.0
3790,75.0,52.0,51.0,45.0,34.0,26.0,31.0,23.0,23.0
3791,75.0,52.0,48.0,42.0,34.0,25.0,31.0,23.0,23.0
3792,75.0,52.0,51.0,42.0,34.0,27.0,33.0,23.0,23.0
3793,75.0,52.0,51.0,43.0,30.0,29.0,30.0,22.0,23.0
3794,74.0,52.0,51.0,42.0,30.0,31.0,31.0,23.0,23.0
3795,75.0,51.0,54.0,45.0,32.0,30.0,31.0,23.0,23.0
3796,74.0,51.0,52.0,42.0,32.0,30.0,32.0,23.0,22.0
3797,75.0,52.0,52.0,42.0,34.0,30.0,32.0,23.0,22.0
3798,75.0,51.0,52.0,45.0,32.0,30.0,30.0,23.0,22.0
3799,75.0,52.0,52.0,42.0,33.0,28.0,30.0,24.0,23.0
3800,76.0,52.0,53.0,45.0,34.0,31.0,31.0,24.0,23.0
3801,75.0,51.0,52.0,43.0,35.0,31.0,33.0,24.0,22.0
3802,74.0,52.0,51.0,42.0,35.0,32.0,29.0,25.0,21.0
3803,75.0,52.0,47.0,45.0,34.0,33.0,32.0,24.0,23.0
3804,74.0,52.0,49.0,45.0,35.0,33.0,34.0,25.0,22.0
3805,74.0,52.0,51.0,42.0,33.0,34.0,33.0,24.0,22.0
3806,76.0,51.0,51.0,42.0,33.0,32.0,32.0,23.0,22.0
3807,75.0,51.0,52.0,42.0,33.0,30.0,33.0,23.0,22.0
3808,72.0,52.0,52.0,45.0,33.0,30.0,33.0,23.0,23.0
3809,73.0,52.0,53.0,45.0,33.0,29.0,32.0,23.0,22.0
3810,74.0,52.0,53.0,45.0,32.0,29.0,32.0,23.0,23.0
3811,74.0,52.0,53.0,41.0,33.0,28.0,31.0,24.0,22.0
3812,75.0,52.0,52.0,41.0,34.0,27.0,32.0,23.0,22.0
3813,74.0,51.0,51.0,44.0,33.0,25.0,31.0,23.0,23.0
3814,73.0,51.0,51.0,41.0,31.0,26.0,31.0,22.0,22.0
3815,73.0,51.0,50.0,41.0,29.0,26.0,32.0,22.0,22.0
3816,73.0,51.0,52.0,40.0,29.0,29.0,32.0,22.0,22.0
3817,73.0,52.0,51.0,41.0,28.0,26.0,30.0,22.0,22.0
3818,72.0,52.0,52.0,41.0,29.0,28.0,29.0,22.0,22.0
3819,73.0,52.0,50.0,41.0,29.0,30.0,31.0,22.0,23.0
3820,72.0,52.0,51.0,41.0,30.0,34.0,35.0,23.0,22.0
3821,71.0,52.0,49.0,41.0,31.0,31.0,33.0,23.0,23.0
3822,72.0,52.0,52.0,41.0,31.0,30.0,33.0,23.0,22.0
3823,72.0,52.0,48.0,41.0,31.0,33.0,31.0,23.0,23.0
3824,73.0,52.0,52.0,41.0,30.0,32.0,33.0,24.0,22.0
3825,73.0,52.0,50.0,43.0,28.0,29.0,32.0,23.0,22.0
3826,73.0,52.0,52.0,43.0,30.0,32.0,30.0,24.0,23.0
3827,73.0,52.0,47.0,42.0,32.0,32.0,33.0,24.0,23.0
3828,73.0,52.0,52.0,43.0,32.0,30.0,33.0,23.0,22.0
3829,72.0,52.0,53.0,43.0,34.0,34.0,29.0,24.0,23.0
3830,72.0,52.0,52.0,41.0,34.0,30.0,31.0,24.0,22.0
3831,73.0,52.0,51.0,43.0,37.0,30.0,28.0,24.0,22.0
3832,72.0,52.0,48.0,44.0,35.0,29.0,31.0,23.0,23.0
3833,73.0,51.0,47.0,41.0,34.0,27.0,32.0,23.0,22.0
3834,73.0,52.0,50.0,41.0,37.0,29.0,31.0,23.0,23.0
3835,73.0,52.0,51.0,42.0,34.0,31.0,29.0,23.0,24.0
3836,72.0,52.0,51.0,41.0,33.0,30.0,34.0,23.0,23.0
3837,73.0,52.0,51.0,40.0,33.0,32.0,32.0,23.0,23.0
3838,73.0,52.0,52.0,41.0,33.0,41.0,29.0,23.0,22.0
3839,73.0,52.0,52.0,41.0,33.0,36.0,33.0,23.0,23.0
3840,73.0,52.0,48.0,41.0,33.0,33.0,30.0,23.0,23.0
3841,74.0,52.0,53.0,42.0,31.0,37.0,31.0,23.0,23.0
3842,74.0,52.0,52.0,44.0,32.0,38.0,29.0,23.0,23.0
3843,74.0,52.0,52.0,44.0,31.0,34.0,36.0,23.0,22.0
3844,74.0,52.0,53.0,42.0,31.0,33.0,31.0,23.0,23.0
3845,73.0,52.0,51.0,45.0,34.0,38.0,32.0,23.0,23.0
3846,74.0,51.0,52.0,42.0,32.0,27.0,30.0,23.0,23.0
3847,73.0,52.0,53.0,42.0,32.0,28.0,33.0,24.0,22.0
3848,74.0,52.0,52.0,42.0,33.0,33.0,32.0,22.0,22.0
3849,73.0,52.0,52.0,42.0,31.0,38.0,34.0,22.0,22.0
3850,74.0,51.0,52.0,42.0,31.0,34.0,34.0,23.0,22.0
3851,73.0,51.0,52.0,42.0,37.0,32.0,32.0,23.0,22.0
3852,73.0,51.0,52.0,41.0,33.0,33.0,31.0,23.0,23.0
3853,73.0,52.0,51.0,41.0,34.0,34.0,33.0,23.0,22.0
3854,74.0,52.0,52.0,41.0,34.0,33.0,35.0,23.0,22.0
3855,73.0,52.0,51.0,42.0,35.0,31.0,33.0,21.0,23.0
3856,74.0,51.0,53.0,44.0,33.0,30.0,35.0,22.0,23.0
3857,73.0,51.0,53.0,42.0,35.0,30.0,33.0,21.0,22.0
3858,73.0,52.0,50.0,45.0,33.0,27.0,32.0,23.0,22.0
3859,74.0,52.0,51.0,42.0,36.0,30.0,28.0,23.0,23.0
3860,74.0,52.0,51.0,41.0,33.0,34.0,29.0,23.0,22.0
3861,74.0,52.0,52.0,42.0,34.0,34.0,33.0,22.0,24.0
3862,73.0,52.0,51.0,41.0,33.0,34.0,28.0,23.0,22.0
3863,73.0,53.0,50.0,41.0,36.0,35.0,32.0,21.0,21.0
3864,72.0,52.0,50.0,44.0,36.0,34.0,33.0,20.0,22.0
3865,73.0,51.0,50.0,44.0,33.0,32.0,32.0,20.0,23.0
3866,73.0,52.0,50.0,41.0,33.0,37.0,34.0,20.0,22.0
3867,73.0,52.0,51.0,41.0,33.0,34.0,34.0,21.0,22.0
3868,72.0,52.0,52.0,44.0,32.0,34.0,34.0,21.0,22.0
3869,72.0,52.0,48.0,42.0,31.0,32.0,36.0,22.0,22.0
3870,72.0,52.0,52.0,41.0,33.0,29.0,38.0,22.0,22.0
3871,72.0,51.0,52.0,42.0,33.0,28.0,32.0,24.0,23.0
3872,72.0,52.0,52.0,45.0,33.0,29.0,34.0,23.0,22.0
3873,72.0,52.0,51.0,41.0,33.0,28.0,38.0,23.0,22.0
3874,72.0,51.0,52.0,42.0,32.0,30.0,35.0,23.0,22.0
3875,72.0,52.0,49.0,42.0,30.0,29.0,33.0,23.0,22.0
3876,73.0,52.0,52.0,42.0,30.0,30.0,34.0,23.0,23.0
3877,73.0,51.0,52.0,42.0,30.0,25.0,34.0,23.0,22.0
3878,72.0,51.0,53.0,41.0,30.0,23.0,32.0,24.0,22.0
3879,72.0,52.0,52.0,43.0,30.0,29.0,35.0,23.0,22.0
3880,72.0,51.0,52.0,43.0,32.0,31.0,36.0,24.0,21.0
3881,73.0,51.0,51.0,42.0,32.0,34.0,30.0,24.0,23.0
3882,72.0,52.0,48.0,45.0,34.0,34.0,31.0,24.0,23.0
3883,72.0,51.0,52.0,44.0,34.0,34.0,30.0,24.0,21.0
3884,72.0,52.0,50.0,44.0,32.0,33.0,29.0,23.0,22.0
3885,72.0,51.0,49.0,41.0,35.0,32.0,33.0,24.0,22.0
3886,72.0,50.0,51.0,44.0,36.0,29.0,33.0,23.0,22.0
3887,72.0,53.0,48.0,41.0,33.0,25.0,33.0,23.0,22.0
3888,72.0,51.0,51.0,41.0,30.0,23.0,30.0,22.0,22.0
3889,72.0,52.0,50.0,42.0,31.0,31.0,30.0,22.0,22.0
3890,72.0,52.0,52.0,41.0,32.0,32.0,32.0,23.0,22.0
3891,72.0,51.0,51.0,45.0,34.0,33.0,34.0,23.0,23.0
3892,72.0,52.0,50.0,41.0,33.0,28.0,35.0,23.0,22.0
3893,73.0,53.0,50.0,41.0,31.0,27.0,34.0,24.0,21.0
3894,72.0,53.0,49.0,42.0,36.0,33.0,32.0,24.0,22.0
3895,72.0,54.0,50.0,44.0,35.0,31.0,32.0,24.0,23.0
3896,72.0,52.0,51.0,41.0,34.0,30.0,33.0,24.0,22.0
3897,72.0,51.0,52.0,41.0,34.0,30.0,34.0,24.0,22.0
3898,72.0,50.0,51.0,41.0,35.0,31.0,34.0,23.0,21.0
3899,73.0,51.0,48.0,41.0,33.0,36.0,34.0,24.0,22.0
3900,72.0,52.0,52.0,41.0,37.0,29.0,35.0,24.0,22.0
3901,72.0,51.0,51.0,41.0,34.0,36.0,36.0,25.0,23.0
3902,72.0,52.0,51.0,41.0,33.0,29.0,35.0,24.0,22.0
3903,72.0,51.0,50.0,41.0,33.0,35.0,35.0,25.0,21.0
3904,72.0,52.0,51.0,41.0,33.0,29.0,28.0,24.0,21.0
3905,72.0,52.0,50.0,41.0,33.0,32.0,28.0,24.0,22.0
3906,73.0,53.0,52.0,41.0,32.0,35.0,30.0,24.0,21.0
3907,72.0,51.0,50.0,41.0,34.0,35.0,35.0,24.0,22.0
3908,73.0,50.0,50.0,41.0,34.0,35.0,32.0,23.0,23.0
3909,73.0,47.0,49.0,41.0,32.0,36.0,26.0,24.0,22.0
3910,73.0,51.0,51.0,41.0,32.0,36.0,37.0,24.0,22.0
3911,72.0,52.0,48.0,40.0,31.0,36.0,28.0,24.0,23.0
3912,73.0,52.0,50.0,40.0,31.0,35.0,30.0,24.0,22.0
3913,72.0,51.0,49.0,41.0,32.0,32.0,30.0,25.0,22.0
3914,72.0,52.0,51.0,41.0,36.0,26.0,26.0,24.0,22.0
3915,72.0,51.0,50.0,44.0,32.0,28.0,24.0,24.0,22.0
3916,73.0,52.0,52.0,41.0,30.0,28.0,27.0,23.0,23.0
3917,73.0,52.0,48.0,41.0,29.0,24.0,26.0,26.0,23.0
3918,73.0,52.0,51.0,44.0,32.0,26.0,28.0,26.0,22.0
3919,73.0,52.0,50.0,44.0,34.0,27.0,30.0,26.0,22.0
3920,73.0,53.0,52.0,42.0,31.0,25.0,30.0,25.0,22.0
3921,72.0,53.0,52.0,42.0,30.0,29.0,32.0,25.0,23.0
3922,73.0,53.0,49.0,42.0,31.0,25.0,31.0,26.0,23.0
3923,72.0,53.0,48.0,42.0,32.0,27.0,30.0,26.0,21.0
3924,72.0,54.0,49.0,46.0,31.0,29.0,32.0,25.0,22.0
3925,73.0,53.0,48.0,45.0,31.0,26.0,33.0,26.0,22.0
3926,75.0,53.0,48.0,42.0,29.0,25.0,32.0,26.0,22.0
3927,76.0,53.0,49.0,42.0,29.0,24.0,29.0,25.0,23.0
3928,76.0,53.0,49.0,45.0,34.0,22.0,31.0,26.0,22.0
3929,76.0,53.0,49.0,41.0,33.0,23.0,27.0,25.0,23.0
3930,76.0,53.0,49.0,40.0,29.0,28.0,32.0,25.0,23.0
3931,76.0,54.0,48.0,41.0,35.0,27.0,34.0,25.0,22.0
3932,76.0,53.0,49.0,41.0,33.0,26.0,37.0,24.0,22.0
3933,75.0,52.0,47.0,40.0,33.0,23.0,31.0,24.0,22.0
3934,76.0,53.0,49.0,40.0,31.0,25.0,32.0,25.0,23.0
3935,76.0,53.0,48.0,40.0,30.0,25.0,29.0,24.0,22.0
3936,76.0,53.0,49.0,41.0,31.0,27.0,32.0,24.0,23.0
3937,75.0,54.0,49.0,41.0,33.0,28.0,33.0,23.0,23.0
3938,75.0,53.0,50.0,41.0,33.0,31.0,34.0,24.0,22.0
3939,75.0,54.0,49.0,43.0,36.0,30.0,29.0,24.0,22.0
3940,75.0,53.0,49.0,43.0,35.0,28.0,31.0,23.0,22.0
3941,75.0,53.0,48.0,40.0,32.0,27.0,32.0,24.0,22.0
3942,75.0,54.0,49.0,43.0,30.0,24.0,31.0,24.0,23.0
3943,76.0,53.0,48.0,40.0,33.0,26.0,28.0,23.0,22.0
3944,75.0,53.0,46.0,41.0,30.0,27.0,31.0,24.0,23.0
3945,75.0,54.0,48.0,42.0,31.0,33.0,33.0,23.0,23.0
3946,76.0,54.0,49.0,44.0,35.0,36.0,30.0,24.0,24.0
3947,75.0,53.0,48.0,44.0,33.0,36.0,30.0,24.0,22.0
3948,75.0,53.0,49.0,41.0,30.0,34.0,33.0,25.0,23.0
3949,75.0,53.0,48.0,42.0,34.0,23.0,30.0,25.0,23.0
3950,75.0,53.0,47.0,42.0,31.0,30.0,32.0,24.0,23.0
3951,75.0,54.0,46.0,45.0,30.0,33.0,30.0,24.0,22.0
3952,75.0,53.0,47.0,42.0,33.0,33.0,33.0,25.0,23.0
3953,75.0,53.0,46.0,42.0,28.0,30.0,32.0,25.0,22.0
3954,75.0,53.0,46.0,46.0,33.0,37.0,29.0,25.0,22.0
3955,75.0,55.0,44.0,43.0,33.0,34.0,31.0,25.0,23.0
3956,75.0,53.0,44.0,43.0,37.0,11.0,32.0,25.0,23.0
3957,75.0,53.0,47.0,42.0,32.0,33.0,25.0,25.0,22.0
3958,75.0,53.0,45.0,42.0,34.0,35.0,30.0,26.0,22.0
3959,75.0,52.0,48.0,42.0,30.0,36.0,30.0,26.0,23.0
3960,75.0,52.0,46.0,46.0,29.0,34.0,28.0,26.0,22.0
3961,75.0,54.0,47.0,45.0,29.0,40.0,34.0,26.0,22.0
3962,75.0,52.0,49.0,43.0,29.0,34.0,33.0,25.0,23.0
3963,75.0,54.0,48.0,42.0,29.0,41.0,36.0,26.0,22.0
3964,76.0,56.0,45.0,42.0,31.0,36.0,26.0,26.0,23.0
3965,75.0,55.0,48.0,43.0,30.0,35.0,35.0,26.0,22.0
3966,76.0,54.0,48.0,43.0,31.0,36.0,31.0,26.0,21.0
3967,76.0,54.0,48.0,43.0,35.0,29.0,33.0,27.0,22.0
3968,75.0,51.0,48.0,45.0,32.0,32.0,31.0,26.0,22.0
3969,75.0,53.0,48.0,43.0,34.0,31.0,33.0,26.0,23.0
3970,75.0,53.0,49.0,43.0,36.0,22.0,30.0,27.0,22.0
3971,75.0,52.0,50.0,43.0,40.0,34.0,31.0,26.0,22.0
3972,75.0,52.0,50.0,42.0,36.0,26.0,31.0,26.0,22.0
3973,75.0,53.0,50.0,46.0,35.0,33.0,31.0,25.0,20.0
3974,75.0,53.0,50.0,43.0,34.0,32.0,34.0,25.0,22.0
3975,75.0,52.0,49.0,46.0,36.0,29.0,32.0,25.0,22.0
3976,75.0,52.0,49.0,42.0,38.0,33.0,33.0,26.0,21.0
3977,76.0,53.0,49.0,45.0,37.0,34.0,31.0,25.0,22.0
3978,75.0,51.0,49.0,45.0,37.0,35.0,37.0,26.0,22.0
3979,75.0,51.0,46.0,42.0,38.0,34.0,33.0,25.0,21.0
3980,75.0,48.0,49.0,46.0,37.0,32.0,32.0,26.0,22.0
3981,75.0,51.0,49.0,42.0,40.0,30.0,30.0,26.0,22.0
3982,75.0,51.0,49.0,42.0,34.0,30.0,32.0,26.0,22.0
3983,76.0,51.0,49.0,44.0,36.0,29.0,31.0,25.0,22.0
3984,75.0,53.0,49.0,42.0,38.0,24.0,26.0,25.0,23.0
3985,75.0,54.0,48.0,42.0,38.0,25.0,30.0,25.0,23.0
3986,75.0,53.0,49.0,42.0,35.0,26.0,32.0,25.0,24.0
3987,75.0,53.0,48.0,42.0,36.0,30.0,32.0,25.0,23.0
3988,76.0,54.0,49.0,45.0,33.0,33.0,30.0,25.0,23.0
3989,75.0,55.0,48.0,42.0,30.0,33.0,32.0,26.0,23.0
3990,76.0,54.0,47.0,45.0,31.0,31.0,33.0,26.0,23.0
3991,76.0,56.0,45.0,45.0,31.0,31.0,33.0,26.0,22.0
3992,76.0,55.0,47.0,42.0,33.0,31.0,32.0,26.0,22.0
3993,76.0,55.0,45.0,42.0,32.0,28.0,30.0,27.0,22.0
3994,75.0,54.0,48.0,45.0,27.0,29.0,29.0,26.0,23.0
3995,75.0,53.0,48.0,46.0,28.0,31.0,30.0,27.0,22.0
3996,75.0,51.0,48.0,42.0,26.0,33.0,31.0,27.0,22.0
3997,76.0,53.0,49.0,42.0,25.0,37.0,31.0,26.0,22.0
3998,75.0,53.0,49.0,42.0,30.0,35.0,32.0,26.0,22.0
3999,75.0,53.0,49.0,42.0,28.0,36.0,31.0,26.0,22.0
4000,76.0,48.0,49.0,43.0,31.0,34.0,31.0,26.0,23.0
4001,76.0,52.0,50.0,42.0,34.0,29.0,32.0,26.0,22.0
4002,76.0,53.0,49.0,45.0,33.0,29.0,33.0,26.0,24.0
4003,75.0,52.0,50.0,45.0,28.0,30.0,32.0,26.0,23.0
4004,76.0,52.0,49.0,45.0,25.0,30.0,31.0,26.0,23.0
4005,76.0,52.0,50.0,42.0,28.0,33.0,32.0,25.0,22.0
4006,76.0,52.0,48.0,42.0,29.0,33.0,32.0,26.0,23.0
4007,76.0,53.0,47.0,42.0,28.0,32.0,30.0,25.0,23.0
4008,76.0,54.0,44.0,42.0,28.0,33.0,30.0,26.0,23.0
4009,76.0,54.0,49.0,42.0,29.0,30.0,33.0,25.0,22.0
4010,76.0,53.0,49.0,45.0,27.0,32.0,32.0,25.0,22.0
4011,76.0,51.0,45.0,42.0,27.0,32.0,31.0,24.0,23.0
4012,76.0,54.0,48.0,42.0,32.0,32.0,31.0,25.0,23.0
4013,76.0,52.0,49.0,45.0,28.0,31.0,32.0,25.0,22.0
4014,76.0,55.0,48.0,45.0,28.0,31.0,32.0,25.0,23.0
4015,76.0,52.0,45.0,45.0,29.0,33.0,33.0,26.0,21.0
4016,76.0,55.0,49.0,42.0,30.0,34.0,32.0,26.0,23.0
4017,76.0,51.0,47.0,45.0,30.0,36.0,32.0,26.0,23.0
4018,76.0,53.0,48.0,42.0,34.0,34.0,33.0,26.0,21.0
4019,76.0,52.0,48.0,42.0,31.0,31.0,32.0,26.0,23.0
4020,76.0,54.0,44.0,45.0,32.0,29.0,33.0,27.0,22.0
4021,76.0,52.0,45.0,42.0,32.0,30.0,31.0,27.0,24.0
4022,76.0,52.0,47.0,42.0,32.0,29.0,32.0,26.0,23.0
4023,76.0,53.0,45.0,42.0,33.0,29.0,32.0,26.0,23.0
4024,77.0,54.0,47.0,42.0,33.0,27.0,33.0,26.0,23.0
4025,77.0,55.0,43.0,42.0,34.0,29.0,33.0,26.0,22.0
4026,77.0,53.0,47.0,45.0,31.0,32.0,32.0,26.0,24.0
4027,76.0,52.0,48.0,42.0,29.0,32.0,32.0,26.0,23.0
4028,76.0,53.0,48.0,42.0,31.0,31.0,33.0,26.0,23.0
4029,76.0,53.0,49.0,42.0,30.0,33.0,31.0,26.0,23.0
4030,76.0,56.0,50.0,42.0,32.0,34.0,32.0,26.0,23.0
4031,76.0,54.0,50.0,42.0,30.0,34.0,32.0,26.0,24.0
4032,76.0,55.0,49.0,45.0,28.0,33.0,30.0,26.0,24.0
4033,76.0,53.0,49.0,45.0,30.0,33.0,31.0,25.0,24.0
4034,76.0,51.0,49.0,45.0,28.0,33.0,33.0,26.0,23.0
4035,76.0,51.0,49.0,42.0,29.0,33.0,32.0,25.0,22.0
4036,76.0,54.0,48.0,45.0,30.0,33.0,31.0,26.0,23.0
4037,76.0,54.0,45.0,44.0,32.0,33.0,31.0,26.0,23.0
4038,76.0,54.0,50.0,42.0,32.0,34.0,31.0,26.0,23.0
4039,76.0,54.0,48.0,45.0,30.0,35.0,31.0,26.0,23.0
4040,76.0,54.0,48.0,42.0,27.0,33.0,32.0,26.0,22.0
4041,76.0,54.0,48.0,45.0,29.0,29.0,32.0,26.0,21.0
4042,76.0,53.0,49.0,42.0,28.0,31.0,32.0,27.0,23.0
4043,76.0,53.0,48.0,42.0,29.0,30.0,33.0,26.0,22.0
4044,76.0,53.0,45.0,43.0,29.0,32.0,33.0,26.0,22.0
4045,76.0,54.0,48.0,44.0,31.0,29.0,34.0,26.0,22.0
4046,76.0,54.0,47.0,43.0,28.0,32.0,33.0,26.0,22.0
4047,76.0,53.0,49.0,41.0,28.0,35.0,32.0,26.0,22.0
4048,76.0,54.0,48.0,42.0,26.0,33.0,31.0,26.0,23.0
4049,76.0,53.0,49.0,41.0,27.0,36.0,31.0,26.0,22.0
