TimeStep,Vehicle_ID,_X,_Y,_Angle,_Pos,_Speed,_Lane,_Slope
428.0,23,14636.92,13885.21,79.61,4407.46,18.54,229938465#5_0,0.0
428.0,25,9675.87,17116.07,4.11,4602.29,11.76,-500298205_0,0.0
428.0,26,537.27,10028.12,64.22,84.72,17.92,347355524#0_0,0.0
428.0,28,10500.67,14421.46,351.04,119.71,18.18,-288088612#0_0,0.0
428.0,29,10554.2,13138.65,2.11,97.43,15.19,-288088612#1_0,0.0
428.0,3,12820.01,16393.97,109.6,771.6,24.01,-347355525#5_0,0.0
428.0,30,10662.98,9596.14,176.51,2631.19,18.69,288088612#5_0,0.0
428.0,31,10667.64,8720.46,181.4,3508.58,18.83,288088612#5_0,0.0
428.0,32,7747.98,13797.02,42.11,617.55,22.12,347355524#1_0,0.0
428.0,33,7352.04,9495.29,305.93,3954.49,24.77,288088613#0_0,0.0
428.0,34,9054.6,16336.93,9.51,3513.96,21.44,347355524#1_0,0.0
428.0,35,11571.19,5137.65,337.29,5535.13,14.41,-288088612#6_0,0.0
428.0,36,12070.14,16518.48,0.3,1348.98,13.49,-803873441#0_0,0.0
428.0,37,10664.82,8537.1,3.04,1201.03,19.54,-288088612#5_0,0.0
428.0,38,17777.81,14316.27,284.26,1061.16,15.1,-958984632_0,0.0
428.0,39,598.97,10061.48,244.22,7463.45,19.61,-347355524#0_0,0.0
428.0,4,9332.45,11828.56,257.91,864.28,22.69,-229938465#3_0,0.0
428.0,40,13823.08,13642.79,72.58,3557.46,22.83,229938465#5_0,0.0
428.0,41,15162.34,15279.07,75.25,1065.86,13.25,803864266_0,0.0
428.0,42,6361.43,12805.93,242.73,1080.16,22.99,-347355524#0_0,0.0
428.0,43,12493.49,13079.06,65.63,2112.02,22.32,229938465#5_0,0.0
428.0,45,10375.06,15170.29,350.23,879.02,17.17,-288088612#0_0,0.0
428.0,46,16912.15,15276.08,276.45,7534.5,17.51,347355525#0_0,0.0
428.0,47,2049.2,10741.6,65.1,1756.88,19.22,347355524#0_0,0.0
428.0,48,11196.35,12523.13,66.0,700.53,18.27,229938465#5_0,0.0
428.0,49,11010.52,12450.91,246.0,4233.14,18.43,-229938465#5_0,0.0
428.0,5,11562.04,5159.52,337.29,5558.84,13.67,-288088612#6_0,0.0
428.0,6,13447.55,16152.19,291.63,314.53,22.33,347355525#5_0,0.0
428.0,7,9486.55,7871.31,306.37,1268.04,18.74,288088613#0_0,0.0
428.0,8,10655.05,9778.73,356.51,2444.81,14.93,-288088612#5_0,0.0
428.0,9,16824.2,15281.11,270.34,7622.63,18.75,347355525#0_0,0.0
429.0,0,7365.09,11368.0,255.88,1527.43,23.12,-229938465#2_0,0.0
429.0,10,16835.13,15281.04,270.34,7611.7,19.07,347355525#0_0,0.0
429.0,11,10549.16,13088.88,182.11,1204.39,16.49,288088612#1_0,0.0
429.0,12,9541.45,11872.56,258.12,650.66,22.43,-229938465#3_0,0.0
429.0,13,12101.08,12904.72,68.64,1682.6,23.92,229938465#5_0,0.0
429.0,14,10565.1,13631.88,182.26,661.09,15.27,288088612#1_0,0.0
429.0,15,16865.09,15279.64,273.22,7581.7,18.21,347355525#0_0,0.0
429.0,16,8008.29,11519.9,75.88,2289.91,19.28,229938465#2_0,0.0
429.0,17,9392.13,17344.84,6.18,392.88,14.92,-803874779#0_0,0.0
429.0,18,8669.35,18100.6,350.0,701.12,20.4,279992677_0,0.0
429.0,19,10546.15,12693.53,186.06,321.89,19.27,288088612#2_0,0.0
429.0,2,8339.42,14543.66,32.2,1571.27,21.34,347355524#1_0,0.0
429.0,20,10227.32,16074.04,172.52,808.44,16.38,288088612#0_0,0.0
429.0,21,10655.72,9767.65,356.51,2433.71,14.94,-288088612#5_0,0.0
429.0,22,3068.34,11232.34,64.28,2888.06,21.26,347355524#0_0,0.0
429.0,23,14656.21,13888.74,79.61,4427.07,19.61,229938465#5_0,0.0
429.0,25,9676.69,17127.4,4.11,4613.64,11.36,-500298205_0,0.0
429.0,26,555.58,10036.97,64.22,105.06,20.34,347355524#0_0,0.0
429.0,28,10497.76,14439.9,351.04,138.38,18.67,-288088612#0_0,0.0
429.0,29,10554.76,13153.88,2.11,112.68,15.25,-288088612#1_0,0.0
429.0,3,12841.38,16385.78,111.11,794.49,22.89,-347355525#5_0,0.0
429.0,30,10664.16,9576.75,176.51,2650.63,19.43,288088612#5_0,0.0
429.0,31,10667.19,8702.24,181.4,3526.8,18.22,288088612#5_0,0.0
429.0,32,7762.89,13813.52,42.11,639.78,22.23,347355524#1_0,0.0
429.0,33,7332.01,9509.81,305.93,3979.23,24.74,288088613#0_0,0.0
429.0,34,9058.17,16358.23,9.51,3535.55,21.6,347355524#1_0,0.0
429.0,35,11565.93,5150.24,337.29,5548.78,13.65,-288088612#6_0,0.0
429.0,36,12070.21,16531.53,0.3,1362.03,13.06,-803873441#0_0,0.0
429.0,37,10665.86,8556.66,3.04,1220.62,19.59,-288088612#5_0,0.0
429.0,38,17763.71,14319.85,284.26,1075.71,14.55,-958984632_0,0.0
429.0,39,581.29,10052.94,244.22,7483.09,19.64,-347355524#0_0,0.0
429.0,4,9311.32,11824.04,257.91,885.89,21.61,-229938465#3_0,0.0
429.0,40,13844.11,13649.39,72.58,3579.5,22.04,229938465#5_0,0.0
429.0,41,15174.78,15281.17,80.51,1078.48,12.62,803864266_0,0.0
429.0,42,6340.82,12795.31,242.73,1103.35,23.19,-347355524#0_0,0.0
429.0,43,12513.66,13088.2,65.63,2134.16,22.15,229938465#5_0,0.0
429.0,45,10372.16,15188.19,351.23,897.15,18.14,-288088612#0_0,0.0
429.0,46,16894.11,15278.01,275.12,7552.64,18.14,347355525#0_0,0.0
429.0,47,2066.48,10749.63,65.1,1775.95,19.06,347355524#0_0,0.0
429.0,48,11213.14,12530.61,66.0,718.92,18.39,229938465#5_0,0.0
429.0,49,10993.89,12443.51,246.0,4251.35,18.21,-229938465#5_0,0.0
429.0,5,11556.91,5171.79,337.29,5572.14,13.3,-288088612#6_0,0.0
429.0,6,13426.32,16160.61,291.63,337.38,22.84,347355525#5_0,0.0
429.0,7,9470.94,7882.81,306.37,1287.42,19.39,288088613#0_0,0.0
429.0,8,10654.16,9793.21,356.51,2459.31,14.5,-288088612#5_0,0.0
429.0,9,16805.94,15281.22,270.34,7640.89,18.26,347355525#0_0,0.0
430.0,0,7342.96,11362.43,255.88,1550.25,22.82,-229938465#2_0,0.0
430.0,10,16816.61,15281.15,270.34,7630.23,18.53,347355525#0_0,0.0
430.0,11,10548.55,13072.49,182.11,1220.79,16.4,288088612#1_0,0.0
430.0,12,9518.8,11867.79,258.12,673.81,23.15,-229938465#3_0,0.0
430.0,13,12123.37,12913.44,68.64,1706.53,23.93,229938465#5_0,0.0
430.0,14,10564.48,13615.96,182.26,677.01,15.93,288088612#1_0,0.0
430.0,15,16845.51,15280.74,273.22,7601.32,19.61,347355525#0_0,0.0
430.0,16,8026.39,11524.46,75.88,2308.58,18.67,229938465#2_0,0.0
430.0,17,9393.81,17360.39,6.18,408.52,15.65,-803874779#0_0,0.0
430.0,18,8665.78,18120.82,350.0,721.66,20.54,279992677_0,0.0
430.0,19,10544.24,12675.5,186.06,340.02,18.12,288088612#2_0,0.0
430.0,2,8351.28,14562.49,32.2,1593.52,22.25,347355524#1_0,0.0
430.0,20,10229.49,16057.49,172.52,825.13,16.69,288088612#0_0,0.0
430.0,21,10654.81,9782.66,356.51,2448.74,15.03,-288088612#5_0,0.0
430.0,22,3087.27,11241.46,64.28,2909.08,21.02,347355524#0_0,0.0
430.0,23,14674.65,13892.13,79.61,4445.82,18.75,229938465#5_0,0.0
430.0,25,9677.48,17138.47,4.11,4624.74,11.1,-500298205_0,0.0
430.0,26,572.83,10045.3,64.22,124.22,19.16,347355524#0_0,0.0
430.0,28,10494.81,14457.27,350.33,156.0,17.62,-288088612#0_0,0.0
430.0,29,10555.05,13169.1,0.69,127.9,15.22,-288088612#1_0,0.0
430.0,3,12863.02,16377.42,111.11,817.67,23.19,-347355525#5_0,0.0
430.0,30,10665.27,9558.22,176.72,2669.19,18.56,288088612#5_0,0.0
430.0,31,10666.74,8683.75,181.4,3545.3,18.5,288088612#5_0,0.0
430.0,32,7777.42,13829.6,42.11,661.46,21.68,347355524#1_0,0.0
430.0,33,7311.62,9524.59,305.93,4004.41,25.18,288088613#0_0,0.0
430.0,34,9061.68,16379.17,9.51,3556.78,21.23,347355524#1_0,0.0
430.0,35,11561.0,5162.01,337.29,5561.54,12.76,-288088612#6_0,0.0
430.0,36,12070.28,16544.64,0.3,1375.14,13.11,-803873441#0_0,0.0
430.0,37,10666.89,8575.88,3.04,1239.87,19.25,-288088612#5_0,0.0
430.0,38,17749.34,14323.51,284.26,1090.54,14.82,-958984632_0,0.0
430.0,39,564.1,10044.64,244.22,7502.17,19.08,-347355524#0_0,0.0
430.0,4,9290.08,11819.49,257.91,907.62,21.73,-229938465#3_0,0.0
430.0,40,13865.63,13656.14,72.58,3602.05,22.55,229938465#5_0,0.0
430.0,41,15187.69,15282.95,82.15,1091.51,13.04,803864266_0,0.0
430.0,42,6319.5,12784.32,242.73,1127.34,23.99,-347355524#0_0,0.0
430.0,43,12534.27,13097.53,65.63,2156.78,22.62,229938465#5_0,0.0
430.0,45,10369.51,15205.37,351.23,914.54,17.38,-288088612#0_0,0.0
430.0,46,16875.76,15279.04,273.22,7571.02,18.38,347355525#0_0,0.0
430.0,47,2083.54,10757.55,65.1,1794.75,18.81,347355524#0_0,0.0
430.0,48,11230.38,12538.28,66.0,737.78,18.86,229938465#5_0,0.0
430.0,49,10977.35,12436.15,246.0,4269.46,18.11,-229938465#5_0,0.0
430.0,5,11551.85,5183.87,337.29,5585.23,13.09,-288088612#6_0,0.0
430.0,6,13405.34,16168.93,291.63,359.94,22.56,347355525#5_0,0.0
430.0,7,9456.06,7893.77,306.37,1305.9,18.48,288088613#0_0,0.0
430.0,8,10653.63,9808.55,358.35,2474.67,15.36,-288088612#5_0,0.0
430.0,9,16787.07,15281.33,270.34,7659.76,18.87,347355525#0_0,0.0
431.0,0,7320.4,11356.76,255.88,1573.5,23.26,-229938465#2_0,0.0
431.0,10,16797.94,15281.27,270.34,7648.9,18.67,347355525#0_0,0.0
431.0,11,10547.87,13055.71,182.65,1237.59,16.79,288088612#1_0,0.0
431.0,12,9496.85,11863.18,258.12,696.24,22.43,-229938465#3_0,0.0
431.0,13,12146.26,12922.39,68.64,1731.1,24.58,229938465#5_0,0.0
431.0,14,10563.83,13599.66,182.26,693.33,16.32,288088612#1_0,0.0
431.0,15,16826.52,15281.09,270.34,7620.32,19.0,347355525#0_0,0.0
431.0,16,8044.23,11528.94,75.88,2326.97,18.39,229938465#2_0,0.0
431.0,17,9395.41,17375.13,6.18,423.35,14.82,-803874779#0_0,0.0
431.0,18,8662.37,18140.16,350.0,741.3,19.64,279992677_0,0.0
431.0,19,10542.25,12656.79,186.06,358.83,18.82,288088612#2_0,0.0
431.0,2,8362.79,14580.77,32.2,1615.12,21.6,347355524#1_0,0.0
431.0,20,10231.69,16040.77,172.52,841.99,16.87,288088612#0_0,0.0
431.0,21,10653.92,9798.18,357.22,2464.29,15.55,-288088612#5_0,0.0
431.0,22,3105.72,11250.35,64.28,2929.56,20.48,347355524#0_0,0.0
431.0,23,14692.94,13895.48,79.61,4464.41,18.6,229938465#5_0,0.0
431.0,25,9680.79,17148.18,37.09,4635.67,10.93,-500298205_0,0.0
431.0,26,591.17,10054.16,64.22,144.59,20.37,347355524#0_0,0.0
431.0,28,10491.84,14474.72,350.33,173.7,17.7,-288088612#0_0,0.0
431.0,29,10555.23,13183.71,0.69,142.51,14.61,-288088612#1_0,0.0
431.0,3,12884.94,16368.96,111.11,841.17,23.5,-347355525#5_0,0.0
431.0,30,10665.88,9539.27,178.15,2688.15,18.96,288088612#5_0,0.0
431.0,31,10666.28,8665.11,181.4,3563.94,18.64,288088612#5_0,0.0
431.0,32,7791.64,13845.33,42.11,682.66,21.2,347355524#1_0,0.0
431.0,33,7291.29,9539.86,308.23,4029.84,25.43,288088613#0_0,0.0
431.0,34,9065.28,16400.66,9.51,3578.57,21.79,347355524#1_0,0.0
431.0,35,11556.07,5173.8,337.29,5574.32,12.78,-288088612#6_0,0.0
431.0,36,12070.34,16556.99,0.3,1387.49,12.35,-803873441#0_0,0.0
431.0,37,10667.75,8594.32,1.71,1258.32,18.46,-288088612#5_0,0.0
431.0,38,17734.61,14327.25,284.26,1105.74,15.2,-958984632_0,0.0
431.0,39,546.6,10036.18,244.22,7521.61,19.44,-347355524#0_0,0.0
431.0,4,9268.15,11814.8,257.91,930.04,22.43,-229938465#3_0,0.0
431.0,40,13886.97,13662.83,72.58,3624.41,22.37,229938465#5_0,0.0
431.0,41,15200.2,15283.45,90.0,1104.05,12.54,803864266_0,0.0
431.0,42,6298.06,12773.26,242.73,1151.46,24.12,-347355524#0_0,0.0
431.0,43,12555.03,13106.93,65.63,2179.58,22.8,229938465#5_0,0.0
431.0,45,10366.88,15222.4,351.23,931.76,17.23,-288088612#0_0,0.0
431.0,46,16856.52,15280.12,273.22,7590.29,19.27,347355525#0_0,0.0
431.0,47,2100.68,10765.51,65.1,1813.65,18.9,347355524#0_0,0.0
431.0,48,11247.35,12545.84,66.0,756.36,18.58,229938465#5_0,0.0
431.0,49,10960.54,12428.66,246.0,4287.85,18.4,-229938465#5_0,0.0
431.0,5,11546.68,5196.23,337.29,5598.63,13.4,-288088612#6_0,0.0
431.0,6,13384.44,16177.22,291.63,382.42,22.48,347355525#5_0,0.0
431.0,7,9440.45,7905.27,306.37,1325.29,19.39,288088613#0_0,0.0
431.0,8,10653.19,9823.59,358.35,2489.71,15.04,-288088612#5_0,0.0
431.0,9,16768.37,15281.44,270.34,7678.47,18.71,347355525#0_0,0.0
432.0,0,7298.34,11351.2,255.88,1596.26,22.75,-229938465#2_0,0.0
432.0,10,16778.98,15281.38,270.34,7667.86,18.96,347355525#0_0,0.0
432.0,11,10547.11,13039.39,182.66,2.06,16.34,:5189514053_1_0,0.0
432.0,12,9474.22,11858.42,258.12,719.36,23.13,-229938465#3_0,0.0
432.0,13,12168.66,12931.93,65.63,1755.45,24.35,229938465#5_0,0.0
432.0,14,10563.18,13583.24,182.26,709.77,16.43,288088612#1_0,0.0
432.0,15,16807.89,15281.21,270.34,7638.95,18.63,347355525#0_0,0.0
432.0,16,8062.55,11533.55,75.88,2345.87,18.9,229938465#2_0,0.0
432.0,17,9396.97,17389.6,6.18,437.9,14.55,-803874779#0_0,0.0
432.0,18,8658.82,18160.31,350.0,761.75,20.46,279992677_0,0.0
432.0,19,10539.8,12638.87,193.23,2.27,18.12,288088612#3_0,0.0
432.0,2,8374.59,14599.5,32.2,1637.26,22.14,347355524#1_0,0.0
432.0,20,10233.79,16024.74,172.52,858.16,16.17,288088612#0_0,0.0
432.0,21,10653.5,9812.92,358.35,2479.04,14.75,-288088612#5_0,0.0
432.0,22,3124.12,11259.2,64.28,2949.97,20.41,347355524#0_0,0.0
432.0,23,14712.12,13899.0,79.61,4483.91,19.49,229938465#5_0,0.0
432.0,25,9689.48,17156.53,46.17,4647.72,12.05,-500298205_0,0.0
432.0,26,608.42,10062.5,64.22,163.74,19.16,347355524#0_0,0.0
432.0,28,10488.87,14492.15,350.33,191.38,17.68,-288088612#0_0,0.0
432.0,29,10555.41,13199.03,0.69,157.83,15.31,-288088612#1_0,0.0
432.0,3,12906.93,16360.47,111.11,864.75,23.57,-347355525#5_0,0.0
432.0,30,10666.49,9520.48,178.15,2706.95,18.8,288088612#5_0,0.0
432.0,31,10665.83,8646.57,181.4,3582.49,18.55,288088612#5_0,0.0
432.0,32,7806.38,13861.64,42.11,704.64,21.98,347355524#1_0,0.0
432.0,33,7270.97,9555.87,308.23,4055.71,25.87,288088613#0_0,0.0
432.0,34,9068.94,16422.46,9.51,3600.67,22.1,347355524#1_0,0.0
432.0,35,11550.85,5186.25,337.29,5587.82,13.5,-288088612#6_0,0.0
432.0,36,12070.41,16569.84,0.3,1400.34,12.85,-803873441#0_0,0.0
432.0,37,10668.21,8613.04,1.4,1277.05,18.72,-288088612#5_0,0.0
432.0,38,17720.7,14330.79,284.26,1120.09,14.35,-958984632_0,0.0
432.0,39,529.52,10027.93,244.22,7540.58,18.97,-347355524#0_0,0.0
432.0,4,9246.19,11810.09,257.91,952.51,22.46,-229938465#3_0,0.0
432.0,40,13907.61,13669.31,72.58,3646.04,21.63,229938465#5_0,0.0
432.0,41,15213.41,15283.45,90.0,1117.26,13.21,803864266_0,0.0
432.0,42,6276.99,12762.4,242.73,1175.16,23.7,-347355524#0_0,0.0
432.0,43,12575.21,13116.07,65.63,2201.72,22.14,229938465#5_0,0.0
432.0,45,10364.26,15239.37,351.23,948.94,17.17,-288088612#0_0,0.0
432.0,46,16837.29,15281.03,271.23,7609.55,19.26,347355525#0_0,0.0
432.0,47,2118.28,10773.68,65.1,1833.05,19.4,347355524#0_0,0.0
432.0,48,11264.26,12553.37,66.0,774.86,18.51,229938465#5_0,0.0
432.0,49,10943.59,12421.12,246.0,4306.41,18.55,-229938465#5_0,0.0
432.0,5,11541.61,5208.33,337.29,5611.75,13.12,-288088612#6_0,0.0
432.0,6,13363.27,16185.61,291.63,405.19,22.77,347355525#5_0,0.0
432.0,7,9424.83,7916.77,306.37,1344.68,19.4,288088613#0_0,0.0
432.0,8,10652.74,9839.16,358.35,2505.29,15.58,-288088612#5_0,0.0
432.0,9,16750.6,15281.55,270.34,7696.23,17.76,347355525#0_0,0.0
433.0,0,7275.74,11345.52,255.88,1619.56,23.3,-229938465#2_0,0.0
433.0,10,16760.7,15281.49,270.34,7686.13,18.27,347355525#0_0,0.0
433.0,11,10546.32,13022.32,182.67,19.14,17.08,:5189514053_1_0,0.0
433.0,12,9452.24,11853.79,258.12,741.83,22.47,-229938465#3_0,0.0
433.0,13,12191.28,12942.18,65.63,1780.29,24.84,229938465#5_0,0.0
433.0,14,10562.56,13567.32,182.26,725.7,15.93,288088612#1_0,0.0
433.0,15,16789.41,15281.32,270.34,7657.42,18.47,347355525#0_0,0.0
433.0,16,8080.47,11538.06,75.88,2364.34,18.47,229938465#2_0,0.0
433.0,17,9398.56,17404.22,6.18,452.61,14.71,-803874779#0_0,0.0
433.0,18,8655.25,18180.54,350.0,782.3,20.55,279992677_0,0.0
433.0,19,10534.93,12620.9,195.17,20.9,18.63,288088612#3_0,0.0
433.0,2,8386.51,14618.43,32.2,1659.63,22.37,347355524#1_0,0.0
433.0,20,10235.9,16008.69,172.52,874.35,16.19,288088612#0_0,0.0
433.0,21,10653.05,9828.61,358.35,2494.74,15.7,-288088612#5_0,0.0
433.0,22,3142.82,11268.21,64.28,2970.73,20.76,347355524#0_0,0.0
433.0,23,14730.66,13902.4,79.61,4502.76,18.85,229938465#5_0,0.0
433.0,25,9696.49,17163.26,46.17,4657.44,9.72,-500298205_0,0.0
433.0,26,626.16,10071.07,64.22,183.45,19.7,347355524#0_0,0.0
433.0,28,10485.8,14510.14,350.33,209.63,18.25,-288088612#0_0,0.0
433.0,29,10555.59,13214.4,0.69,173.21,15.38,-288088612#1_0,0.0
433.0,3,12928.91,16351.99,111.11,888.31,23.57,-347355525#5_0,0.0
433.0,30,10667.11,9501.39,178.15,2726.05,19.1,288088612#5_0,0.0
433.0,31,10665.38,8628.13,181.4,3600.94,18.44,288088612#5_0,0.0
433.0,32,7820.75,13877.54,42.11,726.08,21.43,347355524#1_0,0.0
433.0,33,7250.63,9571.89,308.23,4081.6,25.89,288088613#0_0,0.0
433.0,34,9072.45,16443.4,9.51,3621.9,21.23,347355524#1_0,0.0
433.0,35,11545.6,5198.81,337.29,5601.43,13.61,-288088612#6_0,0.0
433.0,36,12070.85,16583.22,4.53,1413.74,13.41,-803873441#0_0,0.0
433.0,37,10668.68,8632.36,1.4,1296.38,19.33,-288088612#5_0,0.0
433.0,38,17706.55,14334.38,284.26,1134.69,14.6,-958984632_0,0.0
433.0,39,511.79,10019.37,244.22,7560.27,19.68,-347355524#0_0,0.0
433.0,4,9224.84,11805.52,257.91,974.35,21.84,-229938465#3_0,0.0
433.0,40,13928.45,13675.85,72.58,3667.89,21.84,229938465#5_0,0.0
433.0,41,15226.02,15283.2,92.07,1129.88,12.62,803864266_0,0.0
433.0,42,6256.18,12751.68,242.73,1198.57,23.41,-347355524#0_0,0.0
433.0,43,12595.04,13125.05,65.63,2223.49,21.77,229938465#5_0,0.0
433.0,45,10361.62,15256.47,351.23,966.23,17.3,-288088612#0_0,0.0
433.0,46,16819.1,15281.14,270.34,7627.73,18.18,347355525#0_0,0.0
433.0,47,2136.18,10781.99,65.1,1852.79,19.74,347355524#0_0,0.0
433.0,48,11281.03,12560.84,66.0,793.23,18.36,229938465#5_0,0.0
433.0,49,10926.61,12413.56,246.0,4325.0,18.59,-229938465#5_0,0.0
433.0,5,11536.49,5220.56,337.29,5625.01,13.26,-288088612#6_0,0.0
433.0,6,13342.85,16193.71,291.63,427.16,21.97,347355525#5_0,0.0
433.0,7,9409.78,7927.86,306.37,1363.39,18.7,288088613#0_0,0.0
433.0,8,10652.33,9853.49,358.35,2519.63,14.34,-288088612#5_0,0.0
433.0,9,16732.0,15281.66,270.34,7714.83,18.6,347355525#0_0,0.0
434.0,0,7253.53,11339.93,255.88,1642.47,22.91,-229938465#2_0,0.0
434.0,10,16741.77,15281.6,270.34,7705.06,18.93,347355525#0_0,0.0
434.0,11,10545.67,13005.9,181.32,9.21,16.44,288088612#2_0,0.0
434.0,12,9430.43,11849.21,258.12,764.12,22.29,-229938465#3_0,0.0
434.0,13,12213.2,12952.11,65.63,1804.35,24.06,229938465#5_0,0.0
434.0,14,10561.92,13551.26,182.26,741.77,16.07,288088612#1_0,0.0
434.0,15,16770.9,15281.43,270.34,7675.94,18.52,347355525#0_0,0.0
434.0,16,8098.31,11542.55,75.88,2382.74,18.4,229938465#2_0,0.0
434.0,17,9400.47,17418.87,8.51,467.38,14.77,-803874779#0_0,0.0
434.0,18,8651.71,18200.63,350.0,802.7,20.4,279992677_0,0.0
434.0,19,10530.0,12602.73,195.17,39.72,18.82,288088612#3_0,0.0
434.0,2,8398.3,14637.14,32.2,1681.74,22.12,347355524#1_0,0.0
434.0,20,10238.09,15992.0,172.52,891.18,16.83,288088612#0_0,0.0
434.0,21,10652.61,9843.68,358.35,2509.81,15.08,-288088612#5_0,0.0
434.0,22,3162.05,11277.47,64.28,2992.07,21.34,347355524#0_0,0.0
434.0,23,14749.68,13905.89,79.55,4522.1,19.34,229938465#5_0,0.0
434.0,25,9700.86,17167.46,46.17,4663.49,6.05,-500298205_0,0.0
434.0,26,644.27,10079.81,64.22,203.55,20.11,347355524#0_0,0.0
434.0,28,10482.7,14528.32,350.33,228.07,18.44,-288088612#0_0,0.0
434.0,29,10555.77,13228.89,0.69,187.69,14.48,-288088612#1_0,0.0
434.0,3,12951.3,16343.34,111.11,912.31,24.0,-347355525#5_0,0.0
434.0,30,10667.74,9481.86,178.15,2745.59,19.55,288088612#5_0,0.0
434.0,31,10664.91,8608.99,181.4,3620.09,19.15,288088612#5_0,0.0
434.0,32,7834.86,13893.15,42.11,747.13,21.05,347355524#1_0,0.0
434.0,33,7230.42,9587.82,308.23,4107.34,25.74,288088613#0_0,0.0
434.0,34,9075.94,16464.21,9.51,3643.01,21.11,347355524#1_0,0.0
434.0,35,11540.43,5211.16,337.29,5614.81,13.38,-288088612#6_0,0.0
434.0,36,12072.12,16596.49,5.48,1427.08,13.33,-803873441#0_0,0.0
434.0,37,10669.16,8651.66,1.4,1315.69,19.31,-288088612#5_0,0.0
434.0,38,17692.06,14338.06,284.26,1149.64,14.95,-958984632_0,0.0
434.0,39,494.74,10011.13,244.22,7579.2,18.94,-347355524#0_0,0.0
434.0,4,9203.71,11801.0,257.91,995.96,21.61,-229938465#3_0,0.0
434.0,40,13949.17,13682.35,72.58,3689.59,21.71,229938465#5_0,0.0
434.0,41,15238.72,15282.74,92.07,1142.59,12.71,803864266_0,0.0
434.0,42,6234.99,12740.75,242.73,1222.42,23.85,-347355524#0_0,0.0
434.0,43,12615.43,13134.29,65.63,2245.88,22.38,229938465#5_0,0.0
434.0,45,10359.03,15273.29,351.23,983.26,17.02,-288088612#0_0,0.0
434.0,46,16801.15,15281.25,270.34,7645.69,17.96,347355525#0_0,0.0
434.0,47,2153.95,10790.4,63.79,1872.45,19.67,347355524#0_0,0.0
434.0,48,11297.68,12568.25,66.0,811.44,18.22,229938465#5_0,0.0
434.0,49,10910.38,12406.33,246.0,4342.76,17.77,-229938465#5_0,0.0
434.0,5,11531.19,5233.24,337.29,5638.75,13.74,-288088612#6_0,0.0
434.0,6,13321.7,16202.06,291.46,449.9,22.74,347355525#5_0,0.0
434.0,7,9394.15,7939.37,306.37,1382.8,19.41,288088613#0_0,0.0
434.0,8,10651.88,9869.06,358.35,2535.2,15.57,-288088612#5_0,0.0
434.0,9,16713.04,15281.77,270.34,7733.79,18.96,347355525#0_0,0.0
435.0,0,7231.47,11335.57,260.05,1664.96,22.5,-229938465#2_0,0.0
435.0,10,16722.52,15281.72,270.34,7724.32,19.26,347355525#0_0,0.0
435.0,11,10545.48,12989.43,180.68,25.68,16.47,288088612#2_0,0.0
435.0,12,9408.04,11844.5,258.12,787.01,22.89,-229938465#3_0,0.0
435.0,13,12235.58,12962.25,65.63,1828.92,24.57,229938465#5_0,0.0
435.0,14,10561.38,13535.66,181.46,757.38,15.61,288088612#1_0,0.0
435.0,15,16752.04,15281.54,270.34,7694.79,18.86,347355525#0_0,0.0
435.0,16,8116.27,11547.07,75.88,2401.26,18.51,229938465#2_0,0.0
435.0,17,9402.61,17433.13,8.51,481.8,14.42,-803874779#0_0,0.0
435.0,18,8648.13,18220.96,350.0,823.34,20.64,279992677_0,0.0
435.0,19,10525.28,12584.48,192.65,58.59,18.87,288088612#3_0,0.0
435.0,2,8409.61,14655.11,32.2,1702.98,21.24,347355524#1_0,0.0
435.0,20,10240.71,15975.77,170.82,907.62,16.44,288088612#0_0,0.0
435.0,21,10652.18,9858.77,358.35,2524.91,15.09,-288088612#5_0,0.0
435.0,22,3180.42,11286.32,64.28,3012.47,20.4,347355524#0_0,0.0
435.0,23,14768.79,13910.78,75.63,4541.82,19.72,229938465#5_0,0.0
435.0,25,9704.86,17171.96,40.68,3.34,6.04,:7507605447_4_0,0.0
435.0,26,661.7,10088.14,64.56,222.87,19.31,347355524#0_0,0.0
435.0,28,10479.58,14546.7,350.41,246.72,18.64,-288088612#0_0,0.0
435.0,29,10555.94,13243.36,0.69,202.16,14.47,-288088612#1_0,0.0
435.0,3,12973.57,16334.74,111.11,936.19,23.88,-347355525#5_0,0.0
435.0,30,10668.34,9463.38,178.15,2764.08,18.49,288088612#5_0,0.0
435.0,31,10664.47,8591.04,181.4,3638.04,17.95,288088612#5_0,0.0
435.0,32,7849.53,13909.38,42.11,768.99,21.87,347355524#1_0,0.0
435.0,33,7210.22,9603.73,308.23,4133.05,25.71,288088613#0_0,0.0
435.0,34,9079.57,16485.87,9.51,3664.97,21.96,347355524#1_0,0.0
435.0,35,11535.23,5223.58,337.29,5628.28,13.47,-288088612#6_0,0.0
435.0,36,12074.9,16608.98,14.49,1439.9,12.82,-803873441#0_0,0.0
435.0,37,10669.64,8671.25,1.4,1335.27,19.59,-288088612#5_0,0.0
435.0,38,17677.63,14341.73,284.26,1164.53,14.89,-958984632_0,0.0
435.0,39,480.34,10004.18,244.22,7595.2,16.0,-347355524#0_0,0.0
435.0,4,9182.35,11796.42,257.91,1017.81,21.85,-229938465#3_0,0.0
435.0,40,13970.2,13688.95,72.58,3711.63,22.04,229938465#5_0,0.0
435.0,42,6213.91,12729.88,242.73,1246.13,23.72,-347355524#0_0,0.0
