TimeStep,Vehicle_ID,_X,_Y,_Angle,_Pos,_Speed,_Lane,_Slope
147.0,46,22191.54,13815.59,285.29,2042.99,21.01,347355525#0_0,0.0
147.0,47,3932.88,10671.62,257.7,1860.54,18.93,-229938465#1_0,0.0
147.0,48,7489.99,10773.34,57.21,1122.49,11.13,971794427_0,0.0
147.0,49,15601.4,14553.9,229.42,237.64,18.59,-1002123620#2_0,0.0
147.0,5,12958.48,1722.03,338.16,1848.25,12.62,-288088612#6_0,0.0
147.0,6,18661.65,17514.2,226.01,3072.91,21.97,-1002123620#6_0,0.0
147.0,7,10632.89,10291.32,177.11,1935.31,14.07,288088612#5_0,0.0
147.0,8,8665.84,8456.11,128.15,2714.37,19.55,-288088613#0_0,0.0
147.0,9,21789.09,13926.37,285.24,2460.41,17.77,347355525#0_0,0.0
148.0,0,10495.11,14436.14,170.92,2468.15,16.73,288088612#0_0,0.0
148.0,1,4742.97,12034.23,245.01,2873.38,19.56,-347355524#0_0,0.0
148.0,10,21799.27,13923.6,285.24,2449.86,18.07,347355525#0_0,0.0
148.0,11,12070.17,16603.46,194.48,34.08,11.81,803873441#0_0,0.0
148.0,12,10286.08,15700.51,170.35,1186.6,17.21,288088612#0_0,0.0
148.0,13,5786.08,11069.34,258.07,3134.8,15.33,-229938465#2_1,0.0
148.0,14,9450.58,17464.86,271.13,2759.92,21.63,347355525#6_0,0.0
148.0,15,21827.43,13915.93,285.24,2420.67,18.85,347355525#0_0,0.0
148.0,16,2826.72,10429.0,77.27,2411.45,19.36,229938465#1_0,0.0
148.0,17,8387.15,14484.9,31.92,1600.91,12.75,-500298205_0,0.0
148.0,18,12962.83,16342.32,291.11,835.21,19.86,347355525#5_0,0.0
148.0,19,10663.78,16442.84,307.06,1945.36,15.32,500298202_0,0.0
148.0,2,3232.83,11311.56,64.28,3070.64,21.73,347355524#0_0,0.0
148.0,20,6815.12,15837.85,67.97,12.62,21.6,:2938243911_7_0,0.0
148.0,21,8616.28,8494.93,127.93,2651.42,22.21,-288088613#0_0,0.0
148.0,22,3268.23,10542.86,254.76,2544.68,20.75,-229938465#1_0,0.0
148.0,23,9680.15,11891.93,78.12,831.28,18.94,229938465#3_0,0.0
148.0,24,10352.53,15294.46,171.23,1598.05,13.5,288088612#0_0,0.0
148.0,25,8265.2,14308.57,39.18,1386.12,10.91,-500298205_0,0.0
148.0,26,5241.95,12264.29,244.0,2323.92,19.97,-347355524#0_0,0.0
148.0,27,12344.77,13011.7,65.63,1948.77,20.5,229938465#5_0,0.0
148.0,28,10671.91,9451.97,358.14,2117.59,18.71,-288088612#5_0,0.0
148.0,29,10684.8,9031.91,358.99,1697.32,14.76,-288088612#5_0,0.0
148.0,3,8538.88,14881.16,28.76,1963.48,23.8,347355524#1_0,0.0
148.0,30,8061.73,11142.12,56.76,1802.86,16.08,971794427_0,0.0
148.0,31,8483.25,11634.06,77.5,2778.44,25.3,229938465#2_0,0.0
148.0,32,9796.21,17410.97,287.39,2409.18,21.45,347355525#6_0,0.0
148.0,33,8590.17,8515.28,127.93,2618.32,21.47,-288088613#0_0,0.0
148.0,34,8696.97,15205.84,204.5,2350.36,21.46,-347355524#1_0,0.0
148.0,35,12979.92,1668.55,338.16,1790.63,16.18,-288088612#6_0,0.0
148.0,36,10555.72,13224.93,0.69,183.73,15.38,-288088612#1_0,0.0
148.0,37,10632.39,10301.24,177.11,1925.38,13.75,288088612#5_0,0.0
148.0,38,16115.04,14659.75,95.55,26.34,14.26,846453771#1_0,0.0
148.0,39,5498.78,12389.58,244.0,2038.15,19.74,-347355524#0_0,0.0
148.0,4,14910.17,14014.26,129.2,1141.31,22.66,-803864269#0_0,0.0
148.0,40,8003.5,11518.7,75.88,2284.97,22.01,229938465#2_0,0.0
148.0,41,12493.27,13078.96,65.63,2111.78,20.46,229938465#5_0,0.0
148.0,42,6844.97,15460.36,341.7,1499.14,14.21,-602247756_0,0.0
148.0,43,7726.33,10924.58,57.77,1403.08,14.36,971794427_0,0.0
148.0,44,6687.69,11239.25,259.88,2217.21,22.16,-229938465#2_0,0.0
148.0,45,12794.7,13225.93,245.71,2287.33,23.97,-229938465#5_0,0.0
148.0,46,22171.12,13821.22,285.42,2064.17,21.19,347355525#0_0,0.0
148.0,47,3913.98,10667.5,257.7,1879.89,19.35,-229938465#1_0,0.0
148.0,48,7499.4,10779.4,57.21,1133.68,11.19,971794427_0,0.0
148.0,49,15587.07,14541.62,229.42,256.5,18.87,-1002123620#2_0,0.0
148.0,5,12953.75,1733.83,338.16,1860.95,12.71,-288088612#6_0,0.0
148.0,6,18645.85,17498.94,226.01,3094.88,21.97,-1002123620#6_0,0.0
148.0,7,10633.59,10277.4,177.11,1949.25,13.94,288088612#5_0,0.0
148.0,8,8682.18,8443.28,128.15,2735.15,20.78,-288088613#0_0,0.0
148.0,9,21771.84,13931.07,285.24,2478.29,17.88,347355525#0_0,0.0
149.0,0,10497.73,14419.57,171.03,2484.93,16.78,288088612#0_0,0.0
149.0,1,4724.38,12025.57,245.01,2893.89,20.51,-347355524#0_0,0.0
149.0,10,21782.63,13928.14,285.24,2467.11,17.25,347355525#0_0,0.0
149.0,11,12068.28,16589.92,185.49,47.79,13.71,803873441#0_0,0.0
149.0,12,10288.84,15684.29,170.35,1203.05,16.46,288088612#0_0,0.0
149.0,13,5774.25,11066.84,258.07,3146.89,12.08,-229938465#2_1,0.0
149.0,14,9433.45,17465.2,271.13,2777.05,17.13,347355525#6_0,0.0
149.0,15,21809.89,13920.71,285.24,2438.85,18.18,347355525#0_0,0.0
149.0,16,2844.89,10433.11,77.27,2430.08,18.63,229938465#1_0,0.0
149.0,17,8393.93,14495.79,31.92,1613.74,12.83,-500298205_0,0.0
149.0,18,12943.5,16349.78,291.11,855.92,20.72,347355525#5_0,0.0
149.0,19,10651.54,16452.09,307.06,1960.7,15.35,500298202_0,0.0
149.0,2,3252.32,11320.95,64.28,3092.27,21.63,347355524#0_0,0.0
149.0,20,6836.18,15845.08,71.19,19.86,22.27,290273433#1_0,0.0
149.0,21,8633.4,8481.58,127.93,2673.13,21.71,-288088613#0_0,0.0
149.0,22,3248.03,10537.36,254.76,2565.62,20.94,-229938465#1_0,0.0
149.0,23,9698.25,11897.23,71.48,850.16,18.88,229938465#3_0,0.0
149.0,24,10354.47,15281.92,171.23,1610.74,12.69,288088612#0_0,0.0
149.0,25,8272.79,14317.88,39.18,1398.12,12.01,-500298205_0,0.0
149.0,26,5224.52,12256.28,245.35,2343.09,19.18,-347355524#0_0,0.0
149.0,27,12363.21,13020.05,65.63,1969.01,20.24,229938465#5_0,0.0
149.0,28,10671.33,9469.8,358.14,2135.43,17.84,-288088612#5_0,0.0
149.0,29,10684.53,9047.2,358.99,1712.61,15.28,-288088612#5_0,0.0
149.0,3,8550.2,14902.18,27.46,1987.35,23.88,347355524#1_0,0.0
149.0,30,8074.94,11150.77,56.76,1818.65,15.78,971794427_0,0.0
149.0,31,8507.44,11639.42,77.5,2803.22,24.78,229938465#2_0,0.0
149.0,32,9775.64,17417.41,287.39,2430.73,21.55,347355525#6_0,0.0
149.0,33,8607.84,8501.5,127.93,2640.73,22.4,-288088613#0_0,0.0
149.0,34,8687.88,15185.89,204.5,2372.28,21.92,-347355524#1_0,0.0
149.0,35,12973.92,1683.51,338.16,1806.75,16.12,-288088612#6_0,0.0
149.0,36,10555.91,13240.65,0.69,199.46,15.72,-288088612#1_0,0.0
149.0,37,10633.08,10287.6,177.11,1939.04,13.66,288088612#5_0,0.0
149.0,38,16129.33,14658.36,95.55,40.7,14.36,846453771#1_0,0.0
149.0,39,5481.87,12381.33,244.0,2056.97,18.82,-347355524#0_0,0.0
149.0,4,14924.24,14002.79,129.2,1159.47,18.16,-803864269#0_0,0.0
149.0,40,8025.17,11524.15,75.88,2307.32,22.35,229938465#2_0,0.0
149.0,41,12512.5,13087.67,65.63,2132.89,21.11,229938465#5_0,0.0
149.0,42,6840.44,15474.06,341.7,1513.57,14.43,-602247756_0,0.0
149.0,43,7738.35,10932.16,57.77,1417.28,14.21,971794427_0,0.0
149.0,44,6665.23,11235.25,259.88,2240.02,22.81,-229938465#2_0,0.0
149.0,45,12773.24,13216.24,245.71,2310.88,23.55,-229938465#5_0,0.0
149.0,46,22149.85,13827.09,285.42,2086.24,22.07,347355525#0_0,0.0
149.0,47,3894.76,10663.31,257.7,1899.56,19.68,-229938465#1_0,0.0
149.0,48,7508.77,10785.43,57.21,1144.82,11.14,971794427_0,0.0
149.0,49,15573.1,14529.66,229.42,274.9,18.39,-1002123620#2_0,0.0
149.0,5,12948.6,1746.68,338.16,1874.8,13.85,-288088612#6_0,0.0
149.0,6,18629.97,17483.61,226.01,3116.96,22.07,-1002123620#6_0,0.0
149.0,7,10634.28,10263.67,177.11,1963.0,13.75,288088612#5_0,0.0
149.0,8,8698.39,8430.55,128.15,2755.76,20.61,-288088613#0_0,0.0
149.0,9,21753.7,13936.02,285.24,2497.1,18.81,347355525#0_0,0.0
150.0,0,10500.31,14403.2,171.03,2501.5,16.57,288088612#0_0,0.0
150.0,1,4706.29,12017.14,245.01,2913.84,19.95,-347355524#0_0,0.0
150.0,10,21763.84,13933.26,285.24,2486.58,19.47,347355525#0_0,0.0
150.0,11,12067.25,16576.49,182.55,61.27,13.48,803873441#0_0,0.0
150.0,12,10291.74,15667.24,170.35,1220.34,17.29,288088612#0_0,0.0
150.0,13,5766.46,11065.19,258.07,3154.85,7.96,-229938465#2_1,0.0
150.0,14,9420.74,17465.38,270.76,2789.76,12.7,347355525#6_0,0.0
150.0,15,21792.7,13925.39,285.24,2456.67,17.82,347355525#0_0,0.0
150.0,16,2863.26,10437.26,77.27,2448.92,18.83,229938465#1_0,0.0
150.0,17,8400.46,14506.27,31.92,1626.09,12.35,-500298205_0,0.0
150.0,18,12924.35,16357.17,291.11,876.45,20.53,347355525#5_0,0.0
150.0,19,10639.26,16461.36,307.06,1976.08,15.38,500298202_0,0.0
150.0,2,3272.53,11330.68,64.28,3114.69,22.43,347355524#0_0,0.0
150.0,20,6857.2,15852.25,71.19,42.07,22.2,290273433#1_0,0.0
150.0,21,8650.24,8468.37,128.15,2694.54,21.41,-288088613#0_0,0.0
150.0,22,3228.02,10531.91,254.76,2586.36,20.74,-229938465#1_0,0.0
150.0,23,9716.94,11903.49,71.48,869.87,19.71,229938465#3_0,0.0
150.0,24,10356.39,15269.42,171.23,1623.39,12.65,288088612#0_0,0.0
150.0,25,8280.24,14327.02,39.18,1409.91,11.79,-500298205_0,0.0
150.0,26,5206.13,12247.84,245.35,2363.33,20.24,-347355524#0_0,0.0
150.0,27,12382.04,13028.58,65.63,1989.68,20.68,229938465#5_0,0.0
150.0,28,10670.72,9488.56,358.14,2154.2,18.77,-288088612#5_0,0.0
150.0,29,10684.27,9061.98,358.99,1727.4,14.79,-288088612#5_0,0.0
150.0,3,8561.03,14923.02,27.46,2010.85,23.49,347355524#1_0,0.0
150.0,30,8088.04,11159.36,56.76,1834.32,15.67,971794427_0,0.0
150.0,31,8531.74,11644.81,77.5,2828.11,24.89,229938465#2_0,0.0
150.0,32,9754.9,17423.4,281.76,2452.34,21.61,347355525#6_0,0.0
150.0,33,8625.21,8487.96,127.93,2662.75,22.02,-288088613#0_0,0.0
150.0,34,8678.82,15166.03,204.5,2394.11,21.83,-347355524#1_0,0.0
150.0,35,12967.66,1699.13,338.16,1823.58,16.83,-288088612#6_0,0.0
150.0,36,10556.09,13256.26,0.69,215.07,15.61,-288088612#1_0,0.0
150.0,37,10633.77,10273.9,177.11,1952.75,13.71,288088612#5_0,0.0
150.0,38,16143.66,14655.86,103.45,55.28,14.58,846453771#1_0,0.0
150.0,39,5464.43,12372.82,244.0,2076.37,19.41,-347355524#0_0,0.0
150.0,4,14934.83,13994.15,129.2,1173.13,13.66,-803864269#0_0,0.0
150.0,40,8046.19,11529.44,75.88,2328.99,21.67,229938465#2_0,0.0
150.0,41,12531.78,13096.4,65.63,2154.05,21.16,229938465#5_0,0.0
150.0,42,6835.87,15487.69,341.16,1527.95,14.38,-602247756_0,0.0
150.0,43,7750.23,10939.65,57.77,1431.33,14.04,971794427_0,0.0
150.0,44,6642.44,11231.18,259.88,2263.17,23.15,-229938465#2_0,0.0
150.0,45,12752.09,13206.69,245.71,2334.09,23.21,-229938465#5_0,0.0
150.0,46,22129.62,13832.67,285.42,2107.22,20.98,347355525#0_0,0.0
150.0,47,3875.91,10659.2,257.7,1918.85,19.29,-229938465#1_0,0.0
150.0,48,7518.02,10791.39,57.21,1155.82,11.0,971794427_0,0.0
150.0,49,15559.07,14517.64,229.42,293.37,18.48,-1002123620#2_0,0.0
150.0,5,12943.46,1759.5,338.16,1888.62,13.82,-288088612#6_0,0.0
150.0,6,18613.58,17467.79,226.01,3139.73,22.77,-1002123620#6_0,0.0
150.0,7,10634.98,10249.76,177.11,1976.92,13.92,288088612#5_0,0.0
150.0,8,8713.82,8418.43,128.15,2775.38,19.62,-288088613#0_0,0.0
150.0,9,21735.97,13940.85,285.24,2515.46,18.37,347355525#0_0,0.0
151.0,0,10502.97,14386.32,171.03,2518.59,17.09,288088612#0_0,0.0
151.0,1,4687.62,12008.43,245.01,2934.45,20.6,-347355524#0_0,0.0
151.0,10,21745.68,13938.2,285.24,2505.4,18.82,347355525#0_0,0.0
151.0,11,12067.18,16563.24,180.3,74.52,13.25,803873441#0_0,0.0
151.0,12,10294.66,15650.07,170.35,1237.76,17.42,288088612#0_0,0.0
151.0,13,5764.0,11062.95,235.78,0.1,3.76,:2916295808_12_0,0.0
151.0,14,9412.42,17465.49,270.76,2798.08,8.32,347355525#6_0,0.0
151.0,15,21773.99,13930.49,285.24,2476.06,19.39,347355525#0_0,0.0
151.0,16,2881.35,10441.34,77.27,2467.45,18.53,229938465#1_0,0.0
151.0,17,8406.74,14516.36,31.92,1637.98,11.89,-500298205_0,0.0
151.0,18,12905.12,16364.6,291.11,897.06,20.61,347355525#5_0,0.0
151.0,19,10626.96,16470.65,307.06,1991.5,15.42,500298202_0,0.0
151.0,2,3291.92,11340.02,64.28,3136.22,21.53,347355524#0_0,0.0
151.0,20,6878.46,15859.49,71.19,64.53,22.46,290273433#1_0,0.0
151.0,21,8667.1,8455.12,128.15,2715.97,21.44,-288088613#0_0,0.0
151.0,22,3207.44,10526.3,254.76,2607.69,21.33,-229938465#1_0,0.0
151.0,23,9735.07,11909.57,71.48,888.98,19.11,229938465#3_0,0.0
151.0,24,10358.42,15256.26,171.23,1636.7,13.31,288088612#0_0,0.0
151.0,25,8287.24,14335.61,39.18,1420.99,11.08,-500298205_0,0.0
151.0,26,5188.54,12239.77,245.35,2382.68,19.35,-347355524#0_0,0.0
151.0,27,12401.15,13037.24,65.63,2010.66,20.98,229938465#5_0,0.0
151.0,28,10670.12,9507.18,358.14,2172.82,18.62,-288088612#5_0,0.0
151.0,29,10684.02,9076.44,358.99,1741.86,14.46,-288088612#5_0,0.0
151.0,3,8571.54,14943.23,27.46,2033.62,22.78,347355524#1_0,0.0
151.0,30,8101.23,11168.0,56.76,1850.08,15.76,971794427_0,0.0
151.0,31,8555.67,11650.11,77.5,2852.62,24.51,229938465#2_0,0.0
151.0,32,9734.19,17427.34,280.78,2473.42,21.08,347355525#6_0,0.0
151.0,33,8642.27,8474.62,128.15,2684.4,21.65,-288088613#0_0,0.0
151.0,34,8669.76,15146.15,204.5,2415.96,21.85,-347355524#1_0,0.0
151.0,35,12961.48,1714.56,338.16,1840.19,16.62,-288088612#6_0,0.0
151.0,36,10556.28,13272.02,0.69,230.82,15.75,-288088612#1_0,0.0
151.0,37,10634.5,10259.4,177.11,1967.27,14.53,288088612#5_0,0.0
151.0,38,16157.49,14652.55,103.45,69.5,14.22,846453771#1_0,0.0
151.0,39,5447.48,12364.55,244.0,2095.23,18.86,-347355524#0_0,0.0
151.0,4,14941.93,13988.36,129.2,1182.29,9.16,-803864269#0_0,0.0
151.0,40,8067.75,11534.86,75.88,2351.23,22.24,229938465#2_0,0.0
151.0,41,12550.25,13104.77,65.63,2174.32,20.27,229938465#5_0,0.0
151.0,42,6831.06,15501.79,341.16,1542.84,14.9,-602247756_0,0.0
151.0,43,7761.97,10947.05,57.77,1445.21,13.88,971794427_0,0.0
151.0,44,6620.7,11227.3,259.88,2285.25,22.08,-229938465#2_0,0.0
151.0,45,12730.58,13196.97,245.64,2357.7,23.6,-229938465#5_0,0.0
151.0,46,22109.47,13838.23,285.42,2128.13,20.91,347355525#0_0,0.0
151.0,47,3856.4,10654.95,257.7,1938.82,19.97,-229938465#1_0,0.0
151.0,48,7527.62,10797.57,57.21,1167.24,11.42,971794427_0,0.0
151.0,49,15545.13,14505.69,229.42,311.73,18.36,-1002123620#2_0,0.0
151.0,5,12938.61,1771.61,338.16,1901.66,13.05,-288088612#6_0,0.0
151.0,6,18597.29,17452.07,226.01,3162.37,22.64,-1002123620#6_0,0.0
151.0,7,10635.67,10236.08,177.11,1990.62,13.7,288088612#5_0,0.0
151.0,8,8729.52,8406.1,128.15,2795.34,19.96,-288088613#0_0,0.0
151.0,9,21718.4,13945.63,285.24,2533.67,18.21,347355525#0_0,0.0
152.0,0,10505.7,14369.06,171.03,2536.06,17.47,288088612#0_0,0.0
152.0,1,4669.85,12000.16,245.01,2954.04,19.6,-347355524#0_0,0.0
152.0,10,21728.55,13942.87,285.24,2523.16,17.76,347355525#0_0,0.0
152.0,11,12067.11,16550.06,180.3,87.7,13.18,803873441#0_0,0.0
152.0,12,10297.49,15633.4,170.35,1254.67,16.9,288088612#0_0,0.0
152.0,13,5767.26,11062.09,124.86,1.46,3.7,229938465#2_1,0.0
152.0,14,9408.32,17465.01,264.61,3.58,4.13,:2916295888_1_0,0.0
152.0,15,21755.41,13935.55,285.24,2495.32,19.26,347355525#0_0,0.0
152.0,16,2899.87,10445.49,77.73,2486.43,18.98,229938465#1_0,0.0
152.0,17,8413.15,14526.65,31.92,1650.1,12.12,-500298205_0,0.0
152.0,18,12886.3,16371.86,291.11,917.24,20.17,347355525#5_0,0.0
152.0,19,10614.3,16480.21,307.06,2007.36,15.86,500298202_0,0.0
152.0,2,3311.85,11349.62,64.28,3158.34,22.12,347355524#0_0,0.0
152.0,20,6899.47,15866.65,71.19,86.73,22.2,290273433#1_0,0.0
152.0,21,8684.73,8441.28,128.15,2738.39,22.42,-288088613#0_0,0.0
152.0,22,3186.61,10520.62,254.76,2629.29,21.59,-229938465#1_0,0.0
152.0,23,9753.75,11915.83,71.48,908.69,19.7,229938465#3_0,0.0
152.0,24,10360.45,15243.16,171.23,1649.96,13.26,288088612#0_0,0.0
152.0,25,8294.23,14344.19,39.18,1432.06,11.07,-500298205_0,0.0
152.0,26,5170.46,12231.47,245.35,2402.58,19.9,-347355524#0_0,0.0
152.0,27,12419.21,13045.41,65.63,2030.48,19.82,229938465#5_0,0.0
152.0,28,10669.54,9525.17,358.14,2190.83,18.01,-288088612#5_0,0.0
152.0,29,10683.77,9090.7,358.99,1756.12,14.26,-288088612#5_0,0.0
152.0,3,8582.47,14964.26,27.46,2057.32,23.7,347355524#1_0,0.0
152.0,30,8114.52,11176.71,56.76,1865.97,15.89,971794427_0,0.0
152.0,31,8580.45,11655.61,77.5,2878.0,25.38,229938465#2_0,0.0
152.0,32,9712.48,17431.47,280.78,2495.53,22.11,347355525#6_0,0.0
152.0,33,8659.02,8461.47,128.15,2705.7,21.29,-288088613#0_0,0.0
152.0,34,8660.85,15126.59,204.5,2437.45,21.49,-347355524#1_0,0.0
152.0,35,12955.38,1729.77,338.16,1856.59,16.4,-288088612#6_0,0.0
152.0,36,10556.48,13288.21,0.69,247.01,16.19,-288088612#1_0,0.0
152.0,37,10635.2,10245.45,177.11,1981.24,13.97,288088612#5_0,0.0
152.0,38,16171.89,14649.3,102.39,84.26,14.76,846453771#1_0,0.0
152.0,39,5429.94,12356.0,244.0,2114.75,19.52,-347355524#0_0,0.0
152.0,4,14945.54,13985.42,129.2,1186.95,4.66,-803864269#0_0,0.0
152.0,40,8089.25,11540.27,75.88,2373.39,22.17,229938465#2_0,0.0
152.0,41,12569.25,13113.38,65.63,2195.19,20.87,229938465#5_0,0.0
152.0,42,6826.51,15515.1,341.16,1556.91,14.06,-602247756_0,0.0
152.0,43,7773.2,10954.13,57.77,1458.48,13.27,971794427_0,0.0
152.0,44,6598.45,11223.33,259.88,2307.86,22.61,-229938465#2_0,0.0
152.0,45,12709.62,13187.48,245.63,2380.71,23.01,-229938465#5_0,0.0
152.0,46,22088.22,13844.09,285.42,2150.17,22.04,347355525#0_0,0.0
152.0,47,3837.52,10650.83,257.7,1958.15,19.33,-229938465#1_0,0.0
152.0,48,7537.24,10803.77,57.21,1178.68,11.44,971794427_0,0.0
152.0,49,15531.08,14493.66,229.42,330.23,18.5,-1002123620#2_0,0.0
152.0,5,12933.7,1783.85,338.16,1914.85,13.19,-288088612#6_0,0.0
152.0,6,18580.86,17436.2,226.01,3185.22,22.85,-1002123620#6_0,0.0
152.0,7,10636.42,10221.36,177.11,2005.36,14.74,288088612#5_0,0.0
152.0,8,8745.37,8393.65,128.15,2815.5,20.16,-288088613#0_0,0.0
152.0,9,21700.15,13950.61,285.24,2552.59,18.92,347355525#0_0,0.0
153.0,0,10508.3,14352.59,171.03,2552.73,16.67,288088612#0_0,0.0
153.0,1,4651.82,11991.14,242.93,2974.21,20.17,-347355524#0_0,0.0
153.0,10,21710.75,13947.72,285.24,2541.61,18.45,347355525#0_0,0.0
153.0,11,12067.03,16536.42,180.3,101.33,13.64,803873441#0_0,0.0
153.0,12,10300.31,15616.83,170.35,1271.48,16.82,288088612#0_0,0.0
153.0,13,5772.26,11063.15,78.07,6.57,5.1,229938465#2_1,0.0
153.0,14,9404.09,17461.48,228.15,3.49,5.67,:2916295888_9_0,0.0
153.0,15,21738.43,13940.18,285.24,2512.92,17.6,347355525#0_0,0.0
153.0,16,2918.19,10449.42,77.87,2505.17,18.74,229938465#1_0,0.0
153.0,17,8420.03,14537.68,31.92,1663.09,13.0,-500298205_0,0.0
153.0,18,12867.22,16379.23,291.11,937.7,20.46,347355525#5_0,0.0
153.0,19,10602.35,16489.23,307.06,2022.33,14.97,500298202_0,0.0
153.0,2,3331.92,11359.28,64.28,3180.62,22.27,347355524#0_0,0.0
153.0,20,6919.75,15873.54,71.25,108.14,21.42,290273433#1_0,0.0
153.0,21,8701.7,8427.95,128.15,2759.97,21.57,-288088613#0_0,0.0
153.0,22,3166.28,10515.08,254.76,2650.35,21.07,-229938465#1_0,0.0
153.0,23,9771.94,11921.92,71.48,927.86,19.18,229938465#3_0,0.0
153.0,24,10362.38,15230.61,171.23,1662.65,12.69,288088612#0_0,0.0
153.0,25,8301.72,14353.38,39.18,1443.92,11.86,-500298205_0,0.0
153.0,26,5152.94,12223.43,245.35,2421.86,19.28,-347355524#0_0,0.0
153.0,27,12437.49,13053.7,65.63,2050.55,20.07,229938465#5_0,0.0
153.0,28,10668.96,9542.88,358.14,2208.55,17.72,-288088612#5_0,0.0
153.0,29,10683.51,9105.05,358.99,1770.47,14.35,-288088612#5_0,0.0
153.0,3,8593.47,14985.43,27.46,2081.18,23.86,347355524#1_0,0.0
153.0,30,8127.85,11185.44,56.76,1881.91,15.94,971794427_0,0.0
153.0,31,8605.15,11661.08,77.5,2903.3,25.3,229938465#2_0,0.0
153.0,32,9691.4,17435.38,279.68,2516.96,21.44,347355525#6_0,0.0
153.0,33,8676.81,8447.49,128.15,2728.33,22.63,-288088613#0_0,0.0
153.0,34,8652.09,15107.39,204.5,2458.56,21.11,-347355524#1_0,0.0
153.0,35,12949.19,1745.2,338.16,1873.21,16.62,-288088612#6_0,0.0
153.0,36,10556.66,13303.84,0.69,262.65,15.64,-288088612#1_0,0.0
153.0,37,10635.95,10230.49,177.11,1996.22,14.98,288088612#5_0,0.0
153.0,38,16186.37,14646.12,102.39,99.09,14.83,846453771#1_0,0.0
153.0,39,5412.01,12347.25,244.0,2134.7,19.96,-347355524#0_0,0.0
153.0,4,14948.41,13980.51,153.95,5.09,6.05,:7519492838_14_0,0.0
153.0,40,8110.46,11545.61,75.88,2395.27,21.88,229938465#2_0,0.0
153.0,41,12587.59,13121.68,65.63,2215.31,20.13,229938465#5_0,0.0
153.0,42,6821.82,15528.86,341.16,1571.45,14.54,-602247756_0,0.0
153.0,43,7784.76,10961.41,57.77,1472.14,13.66,971794427_0,0.0
153.0,44,6576.03,11219.33,259.88,2330.63,22.77,-229938465#2_0,0.0
153.0,45,12688.78,13178.04,245.63,2403.58,22.88,-229938465#5_0,0.0
153.0,46,22067.4,13849.83,285.42,2171.76,21.59,347355525#0_0,0.0
153.0,47,3818.67,10646.73,257.7,1977.44,19.29,-229938465#1_0,0.0
153.0,48,7547.13,10810.15,57.21,1190.46,11.77,971794427_0,0.0
153.0,49,15517.33,14481.88,229.42,348.34,18.11,-1002123620#2_0,0.0
153.0,5,12928.58,1796.62,338.16,1928.61,13.76,-288088612#6_0,0.0
153.0,6,18564.18,17420.1,226.01,3208.4,23.18,-1002123620#6_0,0.0
153.0,7,10637.02,10207.58,177.81,2019.16,13.79,288088612#5_0,0.0
153.0,8,8760.75,8381.48,128.8,2835.12,19.62,-288088613#0_0,0.0
153.0,9,21682.32,13955.47,285.24,2571.07,18.48,347355525#0_0,0.0
154.0,0,10511.64,14336.4,164.45,2569.3,16.57,288088612#0_0,0.0
154.0,1,4633.74,11981.91,242.93,2994.51,20.3,-347355524#0_0,0.0
154.0,10,21692.51,13952.69,285.24,2560.51,18.9,347355525#0_0,0.0
154.0,11,12066.96,16522.84,180.3,114.92,13.59,803873441#0_0,0.0
154.0,12,10303.14,15600.1,170.57,1288.45,16.97,288088612#0_0,0.0
154.0,13,5779.25,11064.63,78.07,13.72,7.15,229938465#2_1,0.0
154.0,14,9402.21,17454.09,190.09,2.62,7.73,803874779#0_0,0.0
154.0,15,21720.79,13944.98,285.24,2531.2,18.28,347355525#0_0,0.0
154.0,16,2936.13,10453.28,77.87,2523.52,18.35,229938465#1_0,0.0
154.0,17,8426.68,14548.37,31.92,1675.68,12.59,-500298205_0,0.0
154.0,18,12848.27,16386.55,291.11,958.01,20.31,347355525#5_0,0.0
154.0,19,10589.65,16498.82,307.06,2038.25,15.92,500298202_0,0.0
154.0,2,3351.67,11368.8,64.28,3202.54,21.93,347355524#0_0,0.0
154.0,20,6940.03,15880.42,71.25,129.56,21.42,290273433#1_0,0.0
154.0,21,8719.06,8414.31,128.15,2782.05,22.08,-288088613#0_0,0.0
154.0,22,3145.54,10509.43,254.76,2671.85,21.5,-229938465#1_0,0.0
154.0,23,9789.71,11927.87,71.48,946.6,18.74,229938465#3_0,0.0
154.0,24,10364.48,15217.03,171.23,1676.4,13.75,288088612#0_0,0.0
154.0,25,8308.69,14361.93,39.18,1454.95,11.03,-500298205_0,0.0
154.0,26,5134.75,12215.08,245.35,2441.88,20.02,-347355524#0_0,0.0
154.0,27,12455.76,13061.97,65.63,2070.6,20.05,229938465#5_0,0.0
154.0,28,10668.28,9561.57,357.3,2227.25,18.7,-288088612#5_0,0.0
154.0,29,10683.24,9120.52,358.99,1785.95,15.48,-288088612#5_0,0.0
154.0,3,8604.24,15006.15,27.46,2104.53,23.36,347355524#1_0,0.0
154.0,30,8140.52,11193.75,56.76,1897.06,15.15,971794427_0,0.0
154.0,31,8629.76,11666.54,77.5,2928.51,25.21,229938465#2_0,0.0
154.0,32,9670.14,17439.01,279.68,2538.53,21.57,347355525#6_0,0.0
154.0,33,8693.86,8434.11,128.15,2750.0,21.68,-288088613#0_0,0.0
154.0,34,8643.24,15088.14,205.3,2479.75,21.19,-347355524#1_0,0.0
154.0,35,12943.16,1760.24,338.16,1889.41,16.2,-288088612#6_0,0.0
